module_id	ko_terms
M00146	KO:K03956
M00146	KO:K11352
M00146	KO:K11353
M00147	KO:K03957
M00147	KO:K03958
M00147	KO:K03959
M00147	KO:K03960
M00147	KO:K03961
M00147	KO:K03962
M00147	KO:K03963
M00147	KO:K03964
M00147	KO:K03965
M00147	KO:K03966
M00147	KO:K11351
M00147	KO:K03967
M00147	KO:K03968
M00148	KO:K00236
M00148	KO:K00237
M00148	KO:K00234
M00148	KO:K00235
M00149	KO:K00241
M00149	KO:K00242
M00149	KO:K18859
M00149	KO:K18860
M00149	KO:K00239
M00149	KO:K00240
M00150	KO:K00244
M00150	KO:K00245
M00150	KO:K00246
M00150	KO:K00247
M00151	KO:K00410
M00151	KO:K00411
M00151	KO:K00412
M00151	KO:K00413
M00151	KO:K03886
M00151	KO:K03887
M00151	KO:K03888
M00151	KO:K03890
M00151	KO:K03891
M00151	KO:K03889
M00152	KO:K00411
M00152	KO:K00412
M00152	KO:K00413
M00152	KO:K00414
M00152	KO:K00415
M00152	KO:K00416
M00152	KO:K00417
M00152	KO:K00418
M00152	KO:K00419
M00152	KO:K00420
M00153	KO:K00425
M00153	KO:K00426
M00153	KO:K00424
M00153	KO:K22501
M00154	KO:K02257
M00154	KO:K02262
M00154	KO:K02256
M00154	KO:K02261
M00154	KO:K02263
M00154	KO:K02264
M00154	KO:K02265
M00154	KO:K02266
M00154	KO:K02267
M00154	KO:K02268
M00154	KO:K02270
M00154	KO:K02271
M00154	KO:K02272
M00154	KO:K02273
M00154	KO:K02258
M00154	KO:K02259
M00154	KO:K02260
M00155	KO:K02275
M00155	KO:K02274
M00155	KO:K02276
M00155	KO:K15408
M00155	KO:K02277
M00156	KO:K00404
M00156	KO:K00405
M00156	KO:K00407
M00156	KO:K00406
M00156	KO:K15862
M00157	KO:K02111
M00157	KO:K02112
M00157	KO:K02113
M00157	KO:K02114
M00157	KO:K02115
M00157	KO:K02108
M00157	KO:K02109
M00157	KO:K02110
M00158	KO:K02132
M00158	KO:K02133
M00158	KO:K02136
M00158	KO:K02134
M00158	KO:K02135
M00158	KO:K02137
M00158	KO:K02126
M00158	KO:K02127
M00158	KO:K02128
M00158	KO:K02138
M00158	KO:K02129
M00158	KO:K01549
M00158	KO:K02130
M00158	KO:K02139
M00158	KO:K02140
M00158	KO:K02141
M00158	KO:K02131
M00158	KO:K02142
M00158	KO:K02143
M00158	KO:K02125
M00159	KO:K02117
M00159	KO:K02118
M00159	KO:K02119
M00159	KO:K02120
M00159	KO:K02121
M00159	KO:K02122
M00159	KO:K02107
M00159	KO:K02123
M00159	KO:K02124
M00160	KO:K02145
M00160	KO:K02147
M00160	KO:K02148
M00160	KO:K02149
M00160	KO:K02150
M00160	KO:K02151
M00160	KO:K02152
M00160	KO:K02144
M00160	KO:K02154
M00160	KO:K03661
M00160	KO:K02155
M00160	KO:K02146
M00160	KO:K02153
M00160	KO:K03662
M00161	KO:K02703
M00161	KO:K02706
M00161	KO:K02705
M00161	KO:K02704
M00161	KO:K02707
M00161	KO:K02708
M00162	KO:K02635
M00162	KO:K02637
M00162	KO:K02634
M00162	KO:K02636
M00162	KO:K02642
M00162	KO:K02643
M00162	KO:K03689
M00162	KO:K02640
M00163	KO:K02689
M00163	KO:K02690
M00163	KO:K02691
M00163	KO:K02692
M00163	KO:K02693
M00163	KO:K02694
M00165	KO:K00855
M00165	KO:K01601
M00165	KO:K01602
M00165	KO:K00927
M00165	KO:K05298
M00165	KO:K00150
M00165	KO:K00134
M00165	KO:K01623
M00165	KO:K01624
M00165	KO:K03841
M00165	KO:K02446
M00165	KO:K11532
M00165	KO:K01086
M00165	KO:K00615
M00165	KO:K01100
M00165	KO:K11532
M00165	KO:K01086
M00165	KO:K01807
M00165	KO:K01808
M00166	KO:K00855
M00166	KO:K01601
M00166	KO:K01602
M00166	KO:K00927
M00166	KO:K05298
M00166	KO:K00150
M00166	KO:K00134
M00167	KO:K01623
M00167	KO:K01624
M00167	KO:K03841
M00167	KO:K02446
M00167	KO:K11532
M00167	KO:K01086
M00167	KO:K00615
M00167	KO:K01100
M00167	KO:K11532
M00167	KO:K01086
M00167	KO:K01807
M00167	KO:K01808
M00168	KO:K01595
M00168	KO:K00025
M00168	KO:K00026
M00168	KO:K00024
M00169	KO:K00029
M00169	KO:K01006
M00170	KO:K01595
M00170	KO:K14454
M00170	KO:K14455
M00170	KO:K01610
M00171	KO:K01595
M00171	KO:K14454
M00171	KO:K14455
M00171	KO:K00025
M00171	KO:K00026
M00171	KO:K00028
M00171	KO:K00814
M00171	KO:K14272
M00171	KO:K01006
M00172	KO:K01595
M00172	KO:K00051
M00172	KO:K00029
M00172	KO:K01006
M00173	KO:K00169
M00173	KO:K00170
M00173	KO:K00171
M00173	KO:K00172
M00173	KO:K03737
M00173	KO:K01007
M00173	KO:K01006
M00173	KO:K01595
M00173	KO:K01959
M00173	KO:K01960
M00173	KO:K01958
M00173	KO:K00024
M00173	KO:K01676
M00173	KO:K01679
M00173	KO:K01677
M00173	KO:K01678
M00173	KO:K00239
M00173	KO:K00240
M00173	KO:K00241
M00173	KO:K00242
M00173	KO:K00244
M00173	KO:K00245
M00173	KO:K00246
M00173	KO:K00247
M00173	KO:K18556
M00173	KO:K18557
M00173	KO:K18558
M00173	KO:K18559
M00173	KO:K18560
M00173	KO:K01902
M00173	KO:K01903
M00173	KO:K00174
M00173	KO:K00175
M00173	KO:K00177
M00173	KO:K00176
M00173	KO:K00031
M00173	KO:K01681
M00173	KO:K01682
M00173	KO:K15230
M00173	KO:K15231
M00173	KO:K15232
M00173	KO:K15233
M00173	KO:K15234
M00174	KO:K10944
M00174	KO:K10945
M00174	KO:K10946
M00174	KO:K16157
M00174	KO:K16158
M00174	KO:K16159
M00174	KO:K16160
M00174	KO:K16161
M00174	KO:K16162
M00174	KO:K14028
M00174	KO:K14029
M00174	KO:K23995
M00175	KO:K02588
M00175	KO:K02586
M00175	KO:K02591
M00175	KO:K00531
M00175	KO:K22896
M00175	KO:K22897
M00175	KO:K22898
M00175	KO:K22899
M00176	KO:K13811
M00176	KO:K00958
M00176	KO:K00955
M00176	KO:K00957
M00176	KO:K00956
M00176	KO:K13811
M00176	KO:K00860
M00176	KO:K00955
M00176	KO:K00390
M00176	KO:K00380
M00176	KO:K00381
M00176	KO:K00392
M00307	KO:K00163
M00307	KO:K00161
M00307	KO:K00162
M00307	KO:K00627
M00307	KO:K00382
M00307	KO:K13997
M00307	KO:K00169
M00307	KO:K00170
M00307	KO:K00171
M00307	KO:K00172
M00307	KO:K00189
M00307	KO:K03737
M00308	KO:K05308
M00308	KO:K00874
M00308	KO:K01625
M00308	KO:K00134
M00308	KO:K00927
M00308	KO:K00131
M00308	KO:K18978
M00309	KO:K05308
M00309	KO:K11395
M00309	KO:K18127
M00309	KO:K18020
M00309	KO:K18021
M00309	KO:K18022
M00309	KO:K18128
M00309	KO:K03738
M00338	KO:K01697
M00338	KO:K10150
M00338	KO:K01758
M00344	KO:K17100
M00344	KO:K00863
M00344	KO:K01624
M00344	KO:K03841
M00345	KO:K08093
M00345	KO:K13812
M00345	KO:K13831
M00345	KO:K08094
M00345	KO:K13831
M00345	KO:K00850
M00345	KO:K16370
M00345	KO:K01624
M00346	KO:K00600
M00346	KO:K00830
M00346	KO:K00018
M00346	KO:K11529
M00346	KO:K01689
M00346	KO:K01595
M00346	KO:K00024
M00346	KO:K08692
M00346	KO:K14067
M00346	KO:K08691
M00356	KO:K14080
M00356	KO:K04480
M00356	KO:K14081
M00356	KO:K00399
M00356	KO:K00401
M00356	KO:K00402
M00356	KO:K22480
M00356	KO:K22481
M00356	KO:K22482
M00356	KO:K03388
M00356	KO:K03389
M00356	KO:K03390
M00356	KO:K08264
M00356	KO:K08265
M00356	KO:K14126
M00356	KO:K14128
M00356	KO:K14127
M00356	KO:K22516
M00356	KO:K00125
M00357	KO:K00925
M00357	KO:K00625
M00357	KO:K01895
M00357	KO:K00193
M00357	KO:K00197
M00357	KO:K00194
M00357	KO:K00577
M00357	KO:K00578
M00357	KO:K00579
M00357	KO:K00580
M00357	KO:K00581-K00582-K00583
M00357	KO:K00584
M00357	KO:K00399
M00357	KO:K00401
M00357	KO:K00402
M00357	KO:K22480
M00357	KO:K22481
M00357	KO:K22482
M00357	KO:K03388
M00357	KO:K03389
M00357	KO:K03390
M00357	KO:K08264
M00357	KO:K08265
M00357	KO:K14126
M00357	KO:K14128
M00357	KO:K14127
M00357	KO:K22516
M00357	KO:K00125
M00358	KO:K08097
M00358	KO:K05979
M00358	KO:K05884
M00358	KO:K13039
M00358	KO:K06034
M00363	KO:K11006
M00363	KO:K11007
M00364	KO:K01823
M00364	KO:K00795
M00364	KO:K13789
M00364	KO:K13787
M00365	KO:K01823
M00365	KO:K13787
M00366	KO:K01823
M00366	KO:K14066
M00366	KO:K00787
M00366	KO:K13789
M00367	KO:K01823
M00367	KO:K00787
M00367	KO:K00804
M00368	KO:K00789
M00368	KO:K20772
M00368	KO:K01762
M00368	KO:K05933
M00369	KO:K13027
M00369	KO:K13029
M00369	KO:K13030
M00370	KO:K11812
M00370	KO:K11813
M00370	KO:K11818
M00370	KO:K11819
M00370	KO:K11820
M00370	KO:K11821
M00371	KO:K09587
M00371	KO:K12639
M00371	KO:K09588
M00371	KO:K09591
M00371	KO:K12637
M00371	KO:K12638
M00371	KO:K20623
M00371	KO:K09590
M00371	KO:K12640
M00372	KO:K15746
M00372	KO:K15747
M00372	KO:K09838
M00372	KO:K14594
M00372	KO:K09840
M00372	KO:K09841
M00372	KO:K09842
M00373	KO:K00626
M00373	KO:K00023
M00373	KO:K17865
M00373	KO:K14446
M00373	KO:K14447
M00373	KO:K14448
M00373	KO:K14449
M00373	KO:K08691
M00373	KO:K14451
M00373	KO:K01965
M00373	KO:K01966
M00373	KO:K05606
M00373	KO:K01847
M00374	KO:K00169
M00374	KO:K00170
M00374	KO:K00171
M00374	KO:K00172
M00374	KO:K01007
M00374	KO:K01595
M00374	KO:K00024
M00374	KO:K01677
M00374	KO:K01678
M00374	KO:K00239
M00374	KO:K00240
M00374	KO:K00241
M00374	KO:K18860
M00374	KO:K01902
M00374	KO:K01903
M00374	KO:K15038
M00374	KO:K15017
M00374	KO:K14465
M00374	KO:K14467
M00374	KO:K18861
M00374	KO:K14534
M00374	KO:K15016
M00374	KO:K00626
M00375	KO:K01964
M00375	KO:K15036
M00375	KO:K15037
M00375	KO:K15017
M00375	KO:K15039
M00375	KO:K15018
M00375	KO:K15019
M00375	KO:K15020
M00375	KO:K05606
M00375	KO:K01848
M00375	KO:K01849
M00375	KO:K15038
M00375	KO:K15017
M00375	KO:K14465
M00375	KO:K14466
M00375	KO:K18861
M00375	KO:K14534
M00375	KO:K15016
M00375	KO:K00626
M00376	KO:K01961
M00376	KO:K01962
M00376	KO:K01963
M00376	KO:K02160
M00376	KO:K14468
M00376	KO:K14469
M00376	KO:K15052
M00376	KO:K05606
M00376	KO:K01847
M00376	KO:K01848
M00376	KO:K01849
M00376	KO:K14471
M00376	KO:K14472
M00376	KO:K00239
M00376	KO:K00240
M00376	KO:K00241
M00376	KO:K01679
M00376	KO:K08691
M00376	KO:K14449
M00376	KO:K14470
M00376	KO:K09709
M00377	KO:K00198
M00377	KO:K05299
M00377	KO:K15022
M00377	KO:K01938
M00377	KO:K01491
M00377	KO:K00297
M00377	KO:K15023
M00377	KO:K14138
M00377	KO:K00197
M00377	KO:K00194
M00378	KO:K11779
M00378	KO:K11781
M00378	KO:K11780
M00378	KO:K14941
M00378	KO:K11212
M00378	KO:K12234
M00415	KO:K10247
M00415	KO:K10205
M00415	KO:K10248
M00415	KO:K10249
M00415	KO:K10244
M00415	KO:K10203
M00415	KO:K10250
M00415	KO:K15397
M00415	KO:K10245
M00415	KO:K10246
M00415	KO:K10251
M00415	KO:K10703
M00415	KO:K10258
M00416	KO:K02827
M00416	KO:K02826
M00416	KO:K02828
M00416	KO:K02829
M00417	KO:K02297
M00417	KO:K02298
M00417	KO:K02299
M00417	KO:K02300
M00418	KO:K07540
M00418	KO:K07543
M00418	KO:K07544
M00418	KO:K07545
M00418	KO:K07546
M00418	KO:K07547
M00418	KO:K07548
M00418	KO:K07549
M00418	KO:K07550
M00419	KO:K10616
M00419	KO:K18293
M00419	KO:K10617
M00419	KO:K10618
M00422	KO:K00192
M00422	KO:K00195
M00422	KO:K00193
M00422	KO:K00197
M00422	KO:K00194
M00432	KO:K01649
M00432	KO:K01702
M00432	KO:K01703
M00432	KO:K01704
M00432	KO:K00052
M00433	KO:K01655
M00433	KO:K17450
M00433	KO:K01705
M00433	KO:K16792
M00433	KO:K16793
M00433	KO:K05824
M00525	KO:K00928
M00525	KO:K00133
M00525	KO:K01714
M00525	KO:K00215
M00525	KO:K05822
M00525	KO:K00841
M00525	KO:K05823
M00525	KO:K01778
M00525	KO:K01586
M00526	KO:K00928
M00526	KO:K12524
M00526	KO:K12525
M00526	KO:K12526
M00526	KO:K00133
M00526	KO:K01714
M00526	KO:K00215
M00526	KO:K03340
M00526	KO:K01586
M00526	KO:K12526
M00527	KO:K00928
M00527	KO:K12524
M00527	KO:K12525
M00527	KO:K12526
M00527	KO:K00133
M00527	KO:K01714
M00527	KO:K00215
M00527	KO:K10206
M00527	KO:K01778
M00527	KO:K01586
M00527	KO:K12526
M00528	KO:K10944
M00528	KO:K10945
M00528	KO:K10946
M00528	KO:K10535
M00529	KO:K00370
M00529	KO:K00371
M00529	KO:K00374
M00529	KO:K02567
M00529	KO:K02568
M00529	KO:K00368
M00529	KO:K15864
M00529	KO:K04561
M00529	KO:K02305
M00529	KO:K00376
M00530	KO:K00370
M00530	KO:K00371
M00530	KO:K00374
M00530	KO:K02567
M00530	KO:K02568
M00530	KO:K00362
M00530	KO:K00363
M00530	KO:K03385
M00530	KO:K15876
M00531	KO:K00367
M00531	KO:K10534
M00531	KO:K00372
M00531	KO:K00360
M00531	KO:K00366
M00531	KO:K17877
M00532	KO:K01601
M00532	KO:K01602
M00532	KO:K19269
M00532	KO:K11517
M00532	KO:K03781
M00532	KO:K14272
M00532	KO:K00600
M00532	KO:K00830
M00532	KO:K15893
M00532	KO:K15919
M00532	KO:K15918
M00532	KO:K00281
M00532	KO:K00605
M00532	KO:K00382
M00532	KO:K02437
M00533	KO:K00455
M00533	KO:K00151
M00533	KO:K01826
M00533	KO:K05921
M00534	KO:K14579
M00534	KO:K14580
M00534	KO:K14578
M00534	KO:K14581
M00534	KO:K14582
M00534	KO:K14583
M00534	KO:K14584
M00534	KO:K14585
M00534	KO:K00152
M00535	KO:K09011
M00535	KO:K01703
M00535	KO:K01704
M00535	KO:K00052
M00537	KO:K15757
M00537	KO:K15758
M00537	KO:K00055
M00537	KO:K00141
M00538	KO:K15760
M00538	KO:K15761
M00538	KO:K15762
M00538	KO:K15763
M00538	KO:K15764
M00538	KO:K15765
M00538	KO:K00055
M00538	KO:K00141
M00539	KO:K10619
M00539	KO:K16303
M00539	KO:K16304
M00539	KO:K18227
M00539	KO:K10620
M00539	KO:K10621
M00539	KO:K10622
M00539	KO:K10623
M00540	KO:K04116
M00540	KO:K04117
M00540	KO:K07534
M00540	KO:K07535
M00540	KO:K07536
M00541	KO:K04112
M00541	KO:K04113
M00541	KO:K04114
M00541	KO:K04115
M00541	KO:K19515
M00541	KO:K19516
M00541	KO:K07537
M00541	KO:K07538
M00541	KO:K07539
M00542	KO:K03221
M00542	KO:K03219
M00542	KO:K03222
M00542	KO:K03226
M00542	KO:K03227
M00542	KO:K03228
M00542	KO:K03229
M00542	KO:K03230
M00542	KO:K03224
M00542	KO:K03225
M00542	KO:K12784
M00542	KO:K12787
M00542	KO:K12785
M00542	KO:K12786
M00542	KO:K12788
M00542	KO:K16041
M00542	KO:K16042
M00543	KO:K08689
M00543	KO:K15750
M00543	KO:K18087
M00543	KO:K18088
M00543	KO:K08690
M00543	KO:K00462
M00543	KO:K10222
M00544	KO:K15751
M00544	KO:K15752
M00544	KO:K15753
M00544	KO:K15754
M00544	KO:K15755
M00544	KO:K15756
M00545	KO:K05708
M00545	KO:K05709
M00545	KO:K05710
M00545	KO:K00529
M00545	KO:K05711
M00545	KO:K05712
M00545	KO:K05713
M00545	KO:K05714
M00545	KO:K02554
M00545	KO:K01666
M00545	KO:K04073
M00546	KO:K00106
M00546	KO:K00087
M00546	KO:K13479
M00546	KO:K13480
M00546	KO:K13481
M00546	KO:K13482
M00546	KO:K11177
M00546	KO:K11178
M00546	KO:K13483
M00546	KO:K00365
M00546	KO:K16838
M00546	KO:K16839
M00546	KO:K22879
M00546	KO:K07127
M00546	KO:K13485
M00546	KO:K16838
M00546	KO:K16840
M00546	KO:K13484
M00546	KO:K01466
M00546	KO:K16842
M00546	KO:K01477
M00547	KO:K03268
M00547	KO:K16268
M00547	KO:K18089
M00547	KO:K18090
M00547	KO:K16269
M00548	KO:K16249
M00548	KO:K16243
M00548	KO:K16244
M00548	KO:K16242
M00548	KO:K16245
M00548	KO:K16246
M00549	KO:K00844
M00549	KO:K00845
M00549	KO:K12407
M00549	KO:K00886
M00549	KO:K01835
M00549	KO:K15779
M00549	KO:K15778
M00549	KO:K00963
M00549	KO:K12447
M00550	KO:K02821
M00550	KO:K02822
M00550	KO:K03475
M00550	KO:K03476
M00550	KO:K03078
M00550	KO:K03079
M00550	KO:K03077
M00551	KO:K05549
M00551	KO:K05550
M00551	KO:K05784
M00551	KO:K05783
M00552	KO:K01684
M00552	KO:K00883
M00552	KO:K01631
M00552	KO:K00134
M00552	KO:K00927
M00554	KO:K00849
M00554	KO:K00965
M00555	KO:K00108
M00555	KO:K11440
M00555	KO:K00499
M00555	KO:K17755
M00555	KO:K00130
M00555	KO:K14085
M00563	KO:K14082
M00563	KO:K16176
M00563	KO:K16177
M00563	KO:K16178
M00563	KO:K16179
M00563	KO:K14083
M00563	KO:K14084
M00563	KO:K00399
M00563	KO:K00401
M00563	KO:K00402
M00563	KO:K22480
M00563	KO:K22481
M00563	KO:K22482
M00563	KO:K03388
M00563	KO:K03389
M00563	KO:K03390
M00563	KO:K08264
M00563	KO:K08265
M00563	KO:K14126
M00563	KO:K14128
M00563	KO:K14127
M00563	KO:K22516
M00563	KO:K00125
M00564	KO:K15842
M00564	KO:K12086
M00564	KO:K12087
M00564	KO:K12088
M00564	KO:K12089
M00564	KO:K12090
M00564	KO:K03196
M00564	KO:K12091
M00564	KO:K12092
M00564	KO:K12093
M00564	KO:K12094
M00564	KO:K12095
M00564	KO:K12096
M00564	KO:K12097
M00564	KO:K12098
M00564	KO:K12099
M00564	KO:K12100
M00564	KO:K12101
M00564	KO:K12102
M00564	KO:K12103
M00564	KO:K12104
M00564	KO:K12105
M00564	KO:K12106
M00564	KO:K12107
M00564	KO:K12108
M00564	KO:K12109
M00564	KO:K12110
M00565	KO:K00975
M00565	KO:K00703
M00565	KO:K00700
M00565	KO:K16149
M00565	KO:K01214
M00565	KO:K06044
M00565	KO:K01236
M00567	KO:K00200
M00567	KO:K00201
M00567	KO:K00202
M00567	KO:K00203
M00567	KO:K11261
M00567	KO:K00205
M00567	KO:K11260
M00567	KO:K00204
M00567	KO:K00672
M00567	KO:K01499
M00567	KO:K00319
M00567	KO:K13942
M00567	KO:K00320
M00567	KO:K00577
M00567	KO:K00578
M00567	KO:K00579
M00567	KO:K00580
M00567	KO:K00581
M00567	KO:K00582
M00567	KO:K00583
M00567	KO:K00584
M00567	KO:K00399
M00567	KO:K00401
M00567	KO:K00402
M00567	KO:K22480
M00567	KO:K22481
M00567	KO:K22482
M00567	KO:K03388
M00567	KO:K03389
M00567	KO:K03390
M00567	KO:K08264
M00567	KO:K08265
M00567	KO:K14126
M00567	KO:K14128
M00567	KO:K14127
M00567	KO:K22516
M00567	KO:K00125
M00568	KO:K03381
M00568	KO:K01856
M00568	KO:K03464
M00568	KO:K01055
M00568	KO:K14727
M00569	KO:K00446
M00569	KO:K07104
M00569	KO:K10217
M00569	KO:K01821
M00569	KO:K01617
M00569	KO:K10216
M00569	KO:K18364
M00569	KO:K02554
M00569	KO:K18365
M00569	KO:K01666
M00569	KO:K18366
M00569	KO:K04073
M00570	KO:K17989
M00570	KO:K01754
M00570	KO:K01652
M00570	KO:K01653
M00570	KO:K11258
M00570	KO:K00053
M00570	KO:K01687
M00570	KO:K00826
M00572	KO:K02169
M00572	KO:K00647
M00572	KO:K09458
M00572	KO:K00059
M00572	KO:K02372
M00572	KO:K00208
M00572	KO:K02170
M00572	KO:K09789
M00572	KO:K19560
M00572	KO:K19561
M00573	KO:K16593
M00573	KO:K00652
M00573	KO:K19563
M00573	KO:K01935
M00573	KO:K01012
M00574	KO:K11023
M00574	KO:K11024
M00574	KO:K11025
M00574	KO:K11026
M00574	KO:K11027
M00575	KO:K22944
M00575	KO:K11004
M00575	KO:K07389
M00575	KO:K11003
M00575	KO:K12340
M00576	KO:K10928
M00576	KO:K10929
M00576	KO:K16883
M00576	KO:K16884
M00577	KO:K01906
M00577	KO:K00652
M00577	KO:K00833
M00577	KO:K19563
M00577	KO:K01935
M00577	KO:K01012
M00579	KO:K00625
M00579	KO:K13788
M00579	KO:K15024
M00579	KO:K00925
M00580	KO:K08094
M00580	KO:K13831
M00580	KO:K08093
M00580	KO:K13812
M00580	KO:K13831
M00580	KO:K01807
M00595	KO:K17222
M00595	KO:K17223
M00595	KO:K17224
M00595	KO:K17225
M00595	KO:K22622
M00595	KO:K17226
M00595	KO:K17227
M00596	KO:K00958
M00596	KO:K00394
M00596	KO:K00395
M00596	KO:K11180
M00596	KO:K11181
M00597	KO:K08928
M00597	KO:K08929
M00598	KO:K08940
M00598	KO:K08941
M00598	KO:K08942
M00598	KO:K08943
M00608	KO:K10977
M00608	KO:K16792
M00608	KO:K16793
M00608	KO:K10978
M00609	KO:K00789
M00609	KO:K17462
M00609	KO:K01243
M00609	KO:K07173
M00609	KO:K17216
M00609	KO:K17217
M00611	KO:K02703
M00611	KO:K02706
M00611	KO:K02705
M00611	KO:K02704
M00611	KO:K02707
M00611	KO:K02708
M00611	KO:K02689
M00611	KO:K02690
M00611	KO:K02691
M00611	KO:K02692
M00611	KO:K02693
M00611	KO:K02694
M00611	KO:K00855
M00611	KO:K01601
M00611	KO:K01602
M00611	KO:K00927
M00611	KO:K05298
M00611	KO:K00150
M00611	KO:K00134
M00611	KO:K01623
M00611	KO:K01624
M00611	KO:K03841
M00611	KO:K02446
M00611	KO:K11532
M00611	KO:K04041
M00611	KO:K00615
M00611	KO:K01100
M00611	KO:K11532
M00611	KO:K01807
M00611	KO:K01808
M00612	KO:K08928
M00612	KO:K08929
M00612	KO:K00855
M00612	KO:K01601
M00612	KO:K01602
M00612	KO:K00927
M00612	KO:K05298
M00612	KO:K00150
M00612	KO:K00134
M00612	KO:K01623
M00612	KO:K01624
M00612	KO:K03841
M00612	KO:K02446
M00612	KO:K11532
M00612	KO:K04041
M00612	KO:K00615
M00612	KO:K01100
M00612	KO:K11532
M00612	KO:K01807
M00612	KO:K01808
M00613	KO:K08928
M00613	KO:K08929
M00613	KO:K01961
M00613	KO:K01962
M00613	KO:K01963
M00613	KO:K02160
M00613	KO:K14468
M00613	KO:K15017
M00613	KO:K15039
M00613	KO:K14469
M00613	KO:K15018
M00613	KO:K15019
M00613	KO:K15020
M00613	KO:K01965
M00613	KO:K01966
M00613	KO:K15052
M00613	KO:K05606
M00613	KO:K01847
M00613	KO:K01848
M00613	KO:K01849
M00613	KO:K11942
M00613	KO:K14471
M00613	KO:K14472
M00613	KO:K00239
M00613	KO:K00240-K00241-K00242
M00613	KO:K00244
M00613	KO:K00245
M00613	KO:K00246
M00613	KO:K00247
M00613	KO:K01676
M00613	KO:K01679
M00613	KO:K01677
M00613	KO:K01678
M00613	KO:K08691
M00613	KO:K14449
M00613	KO:K14470
M00613	KO:K09709
M00614	KO:K08940
M00614	KO:K08941
M00614	KO:K08942
M00614	KO:K08943
M00614	KO:K00169
M00614	KO:K00170
M00614	KO:K00171
M00614	KO:K00172
M00614	KO:K03737
M00614	KO:K01007
M00614	KO:K01006
M00614	KO:K01595
M00614	KO:K01959
M00614	KO:K01960
M00614	KO:K01958
M00614	KO:K00024
M00614	KO:K01676
M00614	KO:K01679
M00614	KO:K01677
M00614	KO:K01678
M00614	KO:K00239
M00614	KO:K00240-K00241-K00242
M00614	KO:K00244
M00614	KO:K00245
M00614	KO:K00246
M00614	KO:K00247
M00614	KO:K01902
M00614	KO:K01903
M00614	KO:K00174
M00614	KO:K00175-K00177-K00176
M00614	KO:K00031
M00614	KO:K01681
M00614	KO:K01682
M00614	KO:K15230
M00614	KO:K15231
M00614	KO:K15232
M00614	KO:K15233
M00614	KO:K15234
M00615	KO:K02575
M00615	KO:K15576
M00615	KO:K15577
M00615	KO:K15578
M00615	KO:K15579
M00615	KO:K00367
M00615	KO:K10534
M00615	KO:K00372
M00615	KO:K00360
M00615	KO:K00366
M00616	KO:K02048
M00616	KO:K02046
M00616	KO:K02047
M00616	KO:K02045
M00616	KO:K13811
M00616	KO:K00958
M00616	KO:K00955
M00616	KO:K00957
M00616	KO:K00956
M00616	KO:K13811
M00616	KO:K00860
M00616	KO:K00955
M00616	KO:K00390
M00616	KO:K00380
M00616	KO:K00381
M00616	KO:K00392
M00617	KO:K00200
M00617	KO:K00201
M00617	KO:K00202
M00617	KO:K00203
M00617	KO:K11261
M00617	KO:K00205
M00617	KO:K11260
M00617	KO:K00204
M00617	KO:K00672
M00617	KO:K01499
M00617	KO:K00319
M00617	KO:K13942
M00617	KO:K00320
M00617	KO:K00577
M00617	KO:K00578
M00617	KO:K00579
M00617	KO:K00580
M00617	KO:K00581
M00617	KO:K00582
M00617	KO:K00583
M00617	KO:K00584
M00617	KO:K00399
M00617	KO:K00401
M00617	KO:K00402
M00617	KO:K03388
M00617	KO:K03389
M00617	KO:K03390
M00617	KO:K00925
M00617	KO:K00625
M00617	KO:K13788
M00617	KO:K01895
M00617	KO:K00193
M00617	KO:K00197
M00617	KO:K00194
M00617	KO:K14080
M00617	KO:K04480
M00617	KO:K14081
M00617	KO:K14082
M00617	KO:K16176
M00617	KO:K16177
M00617	KO:K16178
M00617	KO:K16179
M00617	KO:K14083
M00617	KO:K14084
M00617	KO:K00399
M00617	KO:K00401
M00617	KO:K00402
M00617	KO:K03388
M00617	KO:K03389
M00617	KO:K03390
M00618	KO:K00198
M00618	KO:K05299
M00618	KO:K15022
M00618	KO:K01938
M00618	KO:K01491
M00618	KO:K00297
M00618	KO:K15023
M00618	KO:K14138
M00618	KO:K00197
M00618	KO:K00194
M00618	KO:K00625
M00618	KO:K13788
M00618	KO:K15024
M00618	KO:K00925
M00620	KO:K00169
M00620	KO:K00170
M00620	KO:K00171
M00620	KO:K00172
M00620	KO:K01959
M00620	KO:K01960
M00620	KO:K00024
M00620	KO:K01677
M00620	KO:K01678
M00620	KO:K18209
M00620	KO:K18210
M00620	KO:K01902
M00620	KO:K01903
M00620	KO:K00174
M00620	KO:K00175
M00620	KO:K00176
M00620	KO:K00177
M00622	KO:K18029
M00622	KO:K18030
M00622	KO:K14974
M00622	KO:K18028
M00622	KO:K15357
M00622	KO:K13995
M00622	KO:K01799
M00623	KO:K18068
M00623	KO:K18069
M00623	KO:K18067
M00623	KO:K04102
M00624	KO:K18074
M00624	KO:K18075
M00624	KO:K18077
M00624	KO:K18076
M00625	KO:K02547
M00625	KO:K02546
M00625	KO:K02545
M00627	KO:K02172
M00627	KO:K02171
M00627	KO:K18766
M00627	KO:K17836
M00630	KO:K18106
M00630	KO:K19634
M00630	KO:K18102
M00630	KO:K18103
M00630	KO:K18107
M00631	KO:K01812
M00631	KO:K00041
M00631	KO:K01685
M00631	KO:K16849
M00631	KO:K16850
M00631	KO:K00874
M00631	KO:K01625
M00631	KO:K17463
