module_id	ko_terms
M00010	KO:K05942
M00010	KO:K01681
M00010	KO:K01682
M00010	KO:K00031
M00010	KO:K00030
M00011	KO:K00164
M00011	KO:K01616
M00011	KO:K00658
M00011	KO:K00382
M00011	KO:K00174
M00011	KO:K00175
M00011	KO:K00177
M00011	KO:K00176
M00011	KO:K01902
M00011	KO:K01903
M00011	KO:K01899
M00011	KO:K01900
M00011	KO:K18118
M00011	KO:K00234
M00011	KO:K00235
M00011	KO:K00236
M00011	KO:K00237
M00011	KO:K00239
M00011	KO:K00240
M00011	KO:K00241
M00011	KO:K00242
M00011	KO:K18859
M00011	KO:K18860
M00011	KO:K00244
M00011	KO:K00245
M00011	KO:K00246
M00011	KO:K00247
M00011	KO:K01676
M00011	KO:K01679
M00011	KO:K01677
M00011	KO:K01678
M00011	KO:K00026
M00011	KO:K00025
M00011	KO:K00024
M00011	KO:K00116
M00012	KO:K01647
M00012	KO:K01681
M00012	KO:K01682
M00012	KO:K01637
M00012	KO:K01638
M00012	KO:K19282
M00012	KO:K00026
M00012	KO:K00025
M00012	KO:K00024
M00013	KO:K00248
M00013	KO:K00232
M00013	KO:K07511
M00013	KO:K14729
M00013	KO:K05605
M00013	KO:K23146
M00013	KO:K00140
M00014	KO:K00012
M00014	KO:K12447
M00014	KO:K16190
M00014	KO:K00699
M00014	KO:K01195
M00014	KO:K14756
M00014	KO:K00002
M00014	KO:K13247
M00014	KO:K03331
M00014	KO:K05351
M00014	KO:K00008
M00014	KO:K00854
M00015	KO:K00931
M00015	KO:K00147
M00015	KO:K12657
M00015	KO:K00286
M00016	KO:K00928
M00016	KO:K12524
M00016	KO:K12525
M00016	KO:K12526
M00016	KO:K00133
M00016	KO:K01714
M00016	KO:K00215
M00016	KO:K00674
M00016	KO:K00821
M00016	KO:K14267
M00016	KO:K01439
M00016	KO:K01778
M00016	KO:K01586
M00016	KO:K12526
M00017	KO:K00928
M00017	KO:K12524
M00017	KO:K12525
M00017	KO:K00133
M00017	KO:K00003
M00017	KO:K12524
M00017	KO:K12525
M00017	KO:K00651
M00017	KO:K00641
M00017	KO:K01739
M00017	KO:K01760
M00017	KO:K14155
M00017	KO:K00548
M00017	KO:K24042
M00017	KO:K00549
M00018	KO:K00928
M00018	KO:K12524
M00018	KO:K12525
M00018	KO:K12526
M00018	KO:K00133
M00018	KO:K00003
M00018	KO:K12524
M00018	KO:K12525
M00018	KO:K00872
M00018	KO:K02204
M00018	KO:K02203
M00018	KO:K01733
M00019	KO:K01652
M00019	KO:K01653
M00019	KO:K11258
M00019	KO:K00053
M00019	KO:K01687
M00019	KO:K00826
M00020	KO:K00058
M00020	KO:K00831
M00020	KO:K01079
M00020	KO:K02203
M00020	KO:K22305
M00021	KO:K00640
M00021	KO:K23304
M00021	KO:K01738
M00021	KO:K13034
M00021	KO:K17069
M00022	KO:K01626
M00022	KO:K03856
M00022	KO:K13853
M00022	KO:K01735
M00022	KO:K13830
M00022	KO:K13829
M00022	KO:K03785
M00022	KO:K03786
M00022	KO:K13832
M00022	KO:K13830
M00022	KO:K00014
M00022	KO:K13832
M00022	KO:K13830
M00022	KO:K00891
M00022	KO:K13830
M00022	KO:K13829
M00022	KO:K00800
M00022	KO:K24018
M00022	KO:K13830
M00022	KO:K01736
M00023	KO:K01657
M00023	KO:K01658
M00023	KO:K13497
M00023	KO:K13503
M00023	KO:K13501
M00023	KO:K01656
M00023	KO:K00766
M00023	KO:K13497
M00023	KO:K01817
M00023	KO:K24017
M00023	KO:K13498
M00023	KO:K13501
M00023	KO:K01609
M00023	KO:K13498
M00023	KO:K13501
M00023	KO:K01656
M00023	KO:K01695
M00023	KO:K01696
M00023	KO:K06001
M00023	KO:K01694
M00024	KO:K01850
M00024	KO:K04092
M00024	KO:K14187
M00024	KO:K04093
M00024	KO:K14170
M00024	KO:K04516
M00024	KO:K06208
M00024	KO:K06209
M00024	KO:K01713
M00024	KO:K04518
M00024	KO:K05359
M00024	KO:K14170
M00024	KO:K00832
M00024	KO:K00838
M00025	KO:K01850
M00025	KO:K04092
M00025	KO:K14187
M00025	KO:K04093
M00025	KO:K14170
M00025	KO:K04516
M00025	KO:K06208
M00025	KO:K06209
M00025	KO:K04517
M00025	KO:K14187
M00025	KO:K00211
M00025	KO:K00832
M00025	KO:K00838
M00026	KO:K00765
M00026	KO:K02502
M00026	KO:K01523
M00026	KO:K11755
M00026	KO:K14152
M00026	KO:K01496
M00026	KO:K11755
M00026	KO:K14152
M00026	KO:K01814
M00026	KO:K24017
M00026	KO:K02500
M00026	KO:K02501
M00026	KO:K01663
M00026	KO:K01693
M00026	KO:K00817
M00026	KO:K04486
M00026	KO:K05602
M00026	KO:K18649
M00026	KO:K01089
M00026	KO:K00013
M00026	KO:K14152
M00027	KO:K01580
M00027	KO:K13524
M00027	KO:K07250
M00027	KO:K00823
M00027	KO:K16871
M00027	KO:K00135
M00027	KO:K00139
M00027	KO:K17761
M00028	KO:K00618
M00028	KO:K00619
M00028	KO:K14681
M00028	KO:K14682
M00028	KO:K22477
M00028	KO:K00930
M00028	KO:K22478
M00028	KO:K00145
M00028	KO:K12659
M00028	KO:K00818
M00028	KO:K00821
M00028	KO:K01438
M00028	KO:K14677
M00028	KO:K00620
M00029	KO:K01948
M00029	KO:K00611
M00029	KO:K01940
M00029	KO:K01755
M00029	KO:K14681
M00029	KO:K01476
M00030	KO:K01655
M00030	KO:K17450
M00030	KO:K01705
M00030	KO:K05824
M00030	KO:K00838
M00030	KO:K00143
M00030	KO:K00293
M00030	KO:K24034
M00030	KO:K00290
M00031	KO:K05826
M00031	KO:K05827
M00031	KO:K05828
M00031	KO:K05829
M00031	KO:K05830
M00031	KO:K05831
M00032	KO:K14157
M00032	KO:K14085
M00032	KO:K00825
M00032	KO:K15791
M00032	KO:K00658
M00032	KO:K00382
M00032	KO:K00252
M00032	KO:K07514
M00032	KO:K07515
M00032	KO:K07511
M00032	KO:K00022
M00033	KO:K00928
M00033	KO:K00133
M00033	KO:K00836
M00033	KO:K06718
M00033	KO:K06720
M00034	KO:K00789
M00034	KO:K01611
M00034	KO:K00797
M00034	KO:K01243
M00034	KO:K01244
M00034	KO:K00899
M00034	KO:K00772
M00034	KO:K08963
M00034	KO:K08964
M00034	KO:K16054
M00034	KO:K09880
M00034	KO:K16054
M00034	KO:K08965
M00034	KO:K08966
M00034	KO:K08967
M00034	KO:K00815
M00034	KO:K08969
M00034	KO:K23977
M00034	KO:K00832
M00034	KO:K00838
M00035	KO:K00789
M00035	KO:K00558
M00035	KO:K17398
M00035	KO:K17399
M00035	KO:K01251
M00035	KO:K01697
M00035	KO:K10150
M00036	KO:K00826
M00036	KO:K00166
M00036	KO:K00167
M00036	KO:K11381
M00036	KO:K09699
M00036	KO:K00382
M00036	KO:K00253
M00036	KO:K00249
M00036	KO:K01968
M00036	KO:K01969
M00036	KO:K05607
M00036	KO:K13766
M00036	KO:K01640
M00037	KO:K00502
M00037	KO:K01593
M00037	KO:K00669
M00037	KO:K00543
M00038	KO:K00453
M00038	KO:K00463
M00038	KO:K01432
M00038	KO:K14263
M00038	KO:K07130
M00038	KO:K00486
M00038	KO:K01556
M00038	KO:K00452
M00038	KO:K03392
M00038	KO:K10217
M00038	KO:K23234
M00039	KO:K10775
M00039	KO:K13064
M00039	KO:K00487
M00039	KO:K01904
M00039	KO:K13065
M00039	KO:K09754
M00039	KO:K00588
M00039	KO:K09753
M00039	KO:K09755
M00039	KO:K13066
M00039	KO:K00083
M00039	KO:K22395
M00040	KO:K01850
M00040	KO:K04092
M00040	KO:K14170
M00040	KO:K00832
M00040	KO:K15849
M00040	KO:K00220
M00040	KO:K24018
M00040	KO:K15227
M00042	KO:K00505
M00042	KO:K00501
M00042	KO:K01593
M00042	KO:K00503
M00042	KO:K00553
M00043	KO:K00431
M00044	KO:K00815
M00044	KO:K00838
M00044	KO:K00832
M00044	KO:K03334
M00044	KO:K00457
M00044	KO:K00451
M00044	KO:K01800
M00044	KO:K01555
M00044	KO:K16171
M00045	KO:K01745
M00045	KO:K01712
M00045	KO:K01468
M00045	KO:K01479
M00045	KO:K00603
M00045	KO:K13990
M00045	KO:K05603
M00045	KO:K01458
M00046	KO:K00207
M00046	KO:K17722
M00046	KO:K17723
M00046	KO:K01464
M00046	KO:K01431
M00046	KO:K06016
M00047	KO:K00613
M00047	KO:K00542
M00047	KO:K00933
M00048	KO:K00764
M00048	KO:K01945
M00048	KO:K11787
M00048	KO:K11788
M00048	KO:K00601
M00048	KO:K11175
M00048	KO:K08289
M00048	KO:K11787
M00048	KO:K01492
M00048	KO:K01952
M00048	KO:K23269
M00048	KO:K23264
M00048	KO:K23265
M00048	KO:K23270
M00048	KO:K01933
M00048	KO:K11787
M00048	KO:K11788
M00048	KO:K01587
M00048	KO:K11808
M00048	KO:K01589
M00048	KO:K01588
M00048	KO:K01923
M00048	KO:K01587
M00048	KO:K13713
M00048	KO:K01756
M00048	KO:K00602
M00048	KO:K01492
M00048	KO:K06863
M00048	KO:K11176
M00049	KO:K01939
M00049	KO:K01756
M00049	KO:K00939
M00049	KO:K18532
M00049	KO:K18533
M00049	KO:K00944
M00049	KO:K00940
M00049	KO:K00873
M00049	KO:K12406
M00050	KO:K00088
M00050	KO:K01951
M00050	KO:K00942
M00050	KO:K00940
M00050	KO:K18533
M00050	KO:K00873
M00050	KO:K12406
M00051	KO:K11540
M00051	KO:K11541
M00051	KO:K01954
M00051	KO:K01955
M00051	KO:K01956
M00051	KO:K11540
M00051	KO:K11541
M00051	KO:K00609
M00051	KO:K00610
M00051	KO:K00608
M00051	KO:K11540
M00051	KO:K01465
M00051	KO:K00226
M00051	KO:K00254
M00051	KO:K17828
M00051	KO:K13421
M00051	KO:K00762
M00051	KO:K13421
M00051	KO:K01591
M00052	KO:K13800
M00052	KO:K13809
M00052	KO:K09903
M00052	KO:K00940
M00052	KO:K18533
M00052	KO:K01937
M00053	KO:K00524
M00053	KO:K00525
M00053	KO:K00526
M00053	KO:K10807
M00053	KO:K10808
M00053	KO:K00940
M00053	KO:K18533
M00053	KO:K00527
M00053	KO:K21636
M00053	KO:K01494
M00053	KO:K01520
M00053	KO:K00560
M00053	KO:K13998
M00053	KO:K00943
M00055	KO:K01001
M00055	KO:K07432
M00055	KO:K07441
M00055	KO:K03842
M00055	KO:K03843
M00055	KO:K03844
M00055	KO:K03845
M00055	KO:K03846
M00055	KO:K03847
M00055	KO:K03846
M00055	KO:K00729
M00055	KO:K03848
M00055	KO:K03849
M00055	KO:K03850
M00056	KO:K00710
M00056	KO:K00731
M00056	KO:K09653
M00056	KO:K00727
M00056	KO:K09662
M00056	KO:K09663
M00056	KO:K00739
M00057	KO:K00771
M00057	KO:K00733
M00057	KO:K00734
M00057	KO:K10158
M00058	KO:K00746
M00058	KO:K03419
M00058	KO:K13499
M00058	KO:K00747
M00059	KO:K02369
M00059	KO:K02370
M00059	KO:K02366
M00059	KO:K02367
M00059	KO:K02368
M00059	KO:K02370
M00059	KO:K02576
M00059	KO:K02577
M00059	KO:K02578
M00059	KO:K02579
M00059	KO:K01793
M00060	KO:K00677
M00060	KO:K02535
M00060	KO:K02536
M00060	KO:K03269
M00060	KO:K09949
M00060	KO:K00748
M00060	KO:K00912
M00060	KO:K02527
M00060	KO:K02517
M00060	KO:K02560
M00061	KO:K01812
M00061	KO:K00040
M00061	KO:K01686
M00061	KO:K08323
M00061	KO:K00874
M00061	KO:K01625
M00061	KO:K17463
M00063	KO:K06041
M00063	KO:K01627
M00063	KO:K03270
M00063	KO:K00979
M00064	KO:K03271
M00064	KO:K03272
M00064	KO:K21344
M00064	KO:K03273
M00064	KO:K03272
M00064	KO:K21345
M00064	KO:K03274
M00065	KO:K03857
M00065	KO:K03859
M00065	KO:K03858
M00065	KO:K03861
M00065	KO:K03860
M00065	KO:K11001
M00065	KO:K11002
M00065	KO:K09658
M00065	KO:K03434
M00065	KO:K05283
M00065	KO:K05284
M00065	KO:K07541
M00065	KO:K07542
M00065	KO:K05285
M00065	KO:K05286
M00065	KO:K05288
M00065	KO:K05287
M00066	KO:K00720
M00066	KO:K07553
M00067	KO:K04628
M00067	KO:K01019
M00068	KO:K01988
M00068	KO:K00719
M00069	KO:K03370
M00069	KO:K03371
M00069	KO:K03369
M00070	KO:K03766
M00070	KO:K07819
M00070	KO:K07820
M00070	KO:K03877
M00071	KO:K03766
M00071	KO:K07966
M00071	KO:K07967
M00071	KO:K07968
M00071	KO:K07969
M00072	KO:K07151
M00072	KO:K12666
M00072	KO:K12667
M00072	KO:K12668
M00072	KO:K12669
M00072	KO:K12670
M00072	KO:K00730
M00072	KO:K12691
M00073	KO:K01228
M00073	KO:K05546
M00073	KO:K23741
M00073	KO:K01230
M00074	KO:K05546
M00074	KO:K23741
M00074	KO:K01230
M00074	KO:K05528
M00074	KO:K05529
M00074	KO:K05530
M00074	KO:K05529
M00074	KO:K05531
M00074	KO:K05532
M00074	KO:K05533
M00074	KO:K05534
M00074	KO:K05535
M00075	KO:K01231
M00075	KO:K00736
M00075	KO:K00737
M00075	KO:K00738
M00075	KO:K00744
M00075	KO:K09661
M00075	KO:K13748
M00075	KO:K00717
M00075	KO:K07966
M00075	KO:K07967
M00075	KO:K07968
M00075	KO:K00778
M00075	KO:K00779
M00076	KO:K01136
M00076	KO:K01217
M00076	KO:K01135
M00076	KO:K01197
M00076	KO:K01195
M00077	KO:K01135
M00077	KO:K01197
M00077	KO:K01195
M00077	KO:K01132
M00078	KO:K07964
M00078	KO:K07965
M00078	KO:K01136
M00078	KO:K01217
M00078	KO:K01565
M00078	KO:K10532
M00078	KO:K01205
M00078	KO:K01195
M00078	KO:K01137
M00079	KO:K01132
M00079	KO:K12309
M00079	KO:K01137
M00079	KO:K12373
M00081	KO:K01051
M00081	KO:K01184
M00081	KO:K01213
M00082	KO:K11262
M00082	KO:K02160
M00082	KO:K01961
M00082	KO:K11263
M00082	KO:K01962
M00082	KO:K01963
M00082	KO:K18472
M00082	KO:K00665
M00082	KO:K00667
M00082	KO:K00668
M00082	KO:K11533
M00082	KO:K00645
M00082	KO:K00648
M00082	KO:K18473
M00083	KO:K00665
M00083	KO:K00667
M00083	KO:K00668
M00083	KO:K11533
M00083	KO:K00647
M00083	KO:K09458
M00083	KO:K00059
M00083	KO:K02372
M00083	KO:K01716
M00083	KO:K16363
M00083	KO:K00208
M00083	KO:K02371
M00083	KO:K10780
M00083	KO:K00209
M00085	KO:K07508
M00085	KO:K07509
M00085	KO:K00022
M00085	KO:K07511
M00085	KO:K07515
M00085	KO:K07512
M00086	KO:K01897
M00086	KO:K15013
M00087	KO:K00232
M00087	KO:K00249
M00087	KO:K00255
M00087	KO:K06445
M00087	KO:K09479
M00087	KO:K01692
M00087	KO:K07511
M00087	KO:K13767
M00087	KO:K00022
M00087	KO:K07516
M00087	KO:K01825
M00087	KO:K01782
M00087	KO:K07514
M00087	KO:K07515
M00087	KO:K10527
M00087	KO:K00632
M00087	KO:K07513
M00087	KO:K07508
M00087	KO:K07509
M00088	KO:K00626
M00088	KO:K01641
M00088	KO:K01640
M00088	KO:K00019
M00088	KO:K01574
M00089	KO:K00629
M00089	KO:K13506
M00089	KO:K13507
M00089	KO:K00630
M00089	KO:K13508
M00089	KO:K00655
M00089	KO:K13509
M00089	KO:K13523
M00089	KO:K19007
M00089	KO:K13513
M00089	KO:K13517
M00089	KO:K13519
M00089	KO:K14674
M00089	KO:K22831
M00089	KO:K01080
M00089	KO:K15728
M00089	KO:K18693
M00089	KO:K11155
M00089	KO:K11160
M00089	KO:K14456
M00089	KO:K22848
M00089	KO:K22849
M00090	KO:K00866
M00090	KO:K14156
M00090	KO:K00968
M00090	KO:K00994
M00090	KO:K13644
M00091	KO:K00551
M00091	KO:K16369
M00091	KO:K00570
M00091	KO:K00570
M00091	KO:K00550
M00091	KO:K00551
M00092	KO:K00894
M00092	KO:K14156
M00092	KO:K00967
M00092	KO:K00993
M00092	KO:K13644
M00093	KO:K00981
M00093	KO:K00998
M00093	KO:K17103
M00093	KO:K01613
M00094	KO:K00654
M00094	KO:K04708
M00094	KO:K04709
M00094	KO:K04710
M00094	KO:K24621
M00094	KO:K24622
M00094	KO:K23727
M00094	KO:K04712
M00095	KO:K00626
M00095	KO:K01641
M00095	KO:K00021
M00095	KO:K00869
M00095	KO:K00938
M00095	KO:K13273
M00095	KO:K01597
M00095	KO:K01823
M00096	KO:K01662
M00096	KO:K00099
M00096	KO:K00991
M00096	KO:K12506
M00096	KO:K00919
M00096	KO:K01770
M00096	KO:K12506
M00096	KO:K03526
M00096	KO:K03527
M00096	KO:K01823
M00097	KO:K02291
M00097	KO:K02293
M00097	KO:K15744
M00097	KO:K00514
M00097	KO:K09835
M00097	KO:K06443
M00098	KO:K01046
M00098	KO:K12298
M00098	KO:K16816
M00098	KO:K13534
M00098	KO:K14073
M00098	KO:K14074
M00098	KO:K14075
M00098	KO:K14076
M00098	KO:K22283
M00098	KO:K14452
M00098	KO:K22284
M00098	KO:K14674
M00098	KO:K14675
M00098	KO:K17900
M00098	KO:K01054
M00099	KO:K00654
M00099	KO:K04708
M00099	KO:K04709
M00099	KO:K04710
M00099	KO:K24621
M00099	KO:K24622
M00099	KO:K23727
M00099	KO:K04712
M00099	KO:K01441
M00099	KO:K12348
M00099	KO:K12349
M00100	KO:K04718
M00100	KO:K01634
M00101	KO:K01852
M00101	KO:K05917
M00101	KO:K00222
M00101	KO:K07750
M00101	KO:K07748
M00101	KO:K13373
M00101	KO:K09828
M00101	KO:K01824
M00101	KO:K00227
M00101	KO:K00213
M00102	KO:K01852
M00102	KO:K05917
M00102	KO:K00222
M00102	KO:K07750
M00102	KO:K07748
M00102	KO:K09827
M00102	KO:K00559
M00102	KO:K09829
M00102	KO:K00227
M00102	KO:K09831
M00102	KO:K00223
M00103	KO:K07419
M00103	KO:K07438
M00104	KO:K00489
M00104	KO:K12408
M00104	KO:K07431
M00104	KO:K00251
M00104	KO:K00037
M00104	KO:K00488
M00104	KO:K08748
M00104	KO:K01796
M00104	KO:K10214
M00104	KO:K12405
M00104	KO:K08764
M00104	KO:K11992
M00106	KO:K08748
M00106	KO:K00659
M00107	KO:K00498
M00107	KO:K00070
M00108	KO:K00513
M00108	KO:K00497
M00108	KO:K07433
M00109	KO:K00512
M00109	KO:K00513
M00109	KO:K00497
M00109	KO:K00071
M00109	KO:K15680
M00110	KO:K00512
M00110	KO:K00070
M00110	KO:K07434
M00112	KO:K09833
M00112	KO:K12502
M00112	KO:K18534
M00112	KO:K09834
M00112	KO:K05928
M00113	KO:K00454
M00113	KO:K01723
M00113	KO:K10525
M00113	KO:K05894
M00113	KO:K10526
M00113	KO:K00232
M00113	KO:K10527
M00113	KO:K07513
M00114	KO:K01809
M00114	KO:K17497
M00114	KO:K00966
M00114	KO:K10046
M00114	KO:K14190
M00114	KO:K10047
M00114	KO:K17744
M00114	KO:K00225
M00115	KO:K00278
M00115	KO:K06989
M00115	KO:K03517
M00115	KO:K00767
M00115	KO:K00969
M00115	KO:K06210
M00115	KO:K01916
M00115	KO:K01950
M00116	KO:K02552
M00116	KO:K02551
M00116	KO:K08680
M00116	KO:K02549
M00116	KO:K01911
M00116	KO:K01661
M00116	KO:K19222
M00116	KO:K02548
M00116	KO:K03183
M00117	KO:K03181
M00117	KO:K18240
M00117	KO:K03179
M00117	KO:K03182
M00117	KO:K03186
M00117	KO:K18800
M00117	KO:K00568
M00117	KO:K03185
M00117	KO:K03183
M00117	KO:K03184
M00118	KO:K11204
M00118	KO:K11205
M00118	KO:K01919
M00118	KO:K21456
M00118	KO:K01920
M00119	KO:K00826
M00119	KO:K00606
M00119	KO:K00077
M00119	KO:K01579
M00119	KO:K01918
M00119	KO:K13799
M00120	KO:K00867
M00120	KO:K03525
M00120	KO:K01947
M00120	KO:K09680
M00120	KO:K01922
M00120	KO:K21977
M00120	KO:K13038
M00120	KO:K01598
M00120	KO:K13038
M00120	KO:K02318
M00120	KO:K00954
M00120	KO:K02201
M00120	KO:K02318
M00120	KO:K00859
M00121	KO:K01885
M00121	KO:K02492
M00121	KO:K01845
M00121	KO:K01698
M00121	KO:K01749
M00121	KO:K01719
M00121	KO:K13542
M00121	KO:K13543
M00121	KO:K01599
M00121	KO:K00228
M00121	KO:K02495
M00121	KO:K00230
M00121	KO:K00231
M00121	KO:K08973
M00121	KO:K01772
M00122	KO:K00798
M00122	KO:K19221
M00122	KO:K02232
M00122	KO:K02225
M00122	KO:K02227
M00122	KO:K02231
M00122	KO:K00768
M00122	KO:K02226
M00122	KO:K22316
M00122	KO:K02233
M00123	KO:K00652
M00123	KO:K00833
M00123	KO:K19563
M00123	KO:K19562
M00123	KO:K01935
M00123	KO:K01012
M00124	KO:K03472
M00124	KO:K03473
M00124	KO:K00831
M00124	KO:K00097
M00124	KO:K03474
M00124	KO:K00275
M00125	KO:K01497
M00125	KO:K14652
M00125	KO:K01498
M00125	KO:K11752
M00125	KO:K00082
M00125	KO:K11752
M00125	KO:K22912
M00125	KO:K20860
M00125	KO:K20861
M00125	KO:K20862
M00125	KO:K21063
M00125	KO:K21064
M00125	KO:K02858
M00125	KO:K14652
M00125	KO:K00794
M00125	KO:K00793
M00125	KO:K20884
M00125	KO:K11753
M00125	KO:K22949
M00125	KO:K11753
M00126	KO:K01495
M00126	KO:K09007
M00126	KO:K22391
M00126	KO:K01077
M00126	KO:K01113
M00126	KO:K08310
M00126	KO:K19965
M00126	KO:K13939
M00126	KO:K13940
M00126	KO:K01633
M00126	KO:K13939
M00126	KO:K13940
M00126	KO:K00950
M00126	KO:K13941
M00126	KO:K13939
M00126	KO:K00796
M00126	KO:K13941
M00126	KO:K11754
M00126	KO:K20457
M00126	KO:K00287
M00126	KO:K13998
M00127	KO:K03148
M00127	KO:K03154
M00127	KO:K03151
M00127	KO:K03150
M00127	KO:K03149
M00127	KO:K03147
M00127	KO:K00941
M00127	KO:K00788
M00127	KO:K14153
M00127	KO:K21219
M00127	KO:K00946
M00128	KO:K06125
M00128	KO:K06126
M00128	KO:K00591
M00128	KO:K06127
M00128	KO:K06134
M00129	KO:K00963
M00129	KO:K00012
M00129	KO:K00699
M00129	KO:K01195
M00129	KO:K00002
M00129	KO:K01053
M00129	KO:K00103
M00130	KO:K00888
M00130	KO:K19801
M00130	KO:K13711
M00130	KO:K00889
M00130	KO:K13712
M00130	KO:K01116
M00130	KO:K05857
M00130	KO:K05858
M00130	KO:K05859
M00130	KO:K05860
M00130	KO:K05861
M00130	KO:K00911
M00131	KO:K01106
M00131	KO:K01107
M00131	KO:K01109
M00131	KO:K01092
M00132	KO:K00913
M00132	KO:K01765
M00132	KO:K00915
M00132	KO:K10572
M00133	KO:K01585
M00133	KO:K01584
M00133	KO:K02626
M00133	KO:K01583
M00133	KO:K01480
M00133	KO:K01611
M00133	KO:K00797
M00134	KO:K01476
M00134	KO:K01581
M00135	KO:K00657
M00135	KO:K00274
M00135	KO:K00128
M00135	KO:K14085
M00135	KO:K00149
M00136	KO:K09470
M00136	KO:K09471
M00136	KO:K09472
M00136	KO:K09473
M00137	KO:K10775
M00137	KO:K00487
M00137	KO:K01904
M00137	KO:K00660
M00137	KO:K01859
M00138	KO:K00475
M00138	KO:K13082
M00138	KO:K05277
M00140	KO:K00600
M00140	KO:K01491
M00140	KO:K00300
M00140	KO:K01500
M00140	KO:K01938
M00141	KO:K00600
M00141	KO:K00288
M00141	KO:K13403
M00141	KO:K13402
M00142	KO:K03878
M00142	KO:K03879
M00142	KO:K03880
M00142	KO:K03881
M00142	KO:K03882
M00142	KO:K03883
M00142	KO:K03884
M00143	KO:K03934
M00143	KO:K03935
M00143	KO:K03936
M00143	KO:K03937
M00143	KO:K03938
M00143	KO:K03939
M00143	KO:K03940
M00143	KO:K03941
M00143	KO:K03942
M00143	KO:K03943
M00143	KO:K03944
M00144	KO:K00330
M00144	KO:K00331
M00144	KO:K00332
M00144	KO:K00333
M00144	KO:K13378
M00144	KO:K13380
M00144	KO:K00334
M00144	KO:K00335
M00144	KO:K00336
M00144	KO:K00337
M00144	KO:K00338
M00144	KO:K00339
M00144	KO:K00340
M00144	KO:K00341
M00144	KO:K00342
M00144	KO:K00343
M00145	KO:K05574
M00145	KO:K05582
M00145	KO:K05581
M00145	KO:K05579
M00145	KO:K05572
M00145	KO:K05580
M00145	KO:K05578
M00145	KO:K05576
M00145	KO:K05577
M00145	KO:K05575
M00145	KO:K05573
M00145	KO:K05583
M00145	KO:K05584
M00145	KO:K05585
M00146	KO:K03945
M00146	KO:K03946
M00146	KO:K03947
M00146	KO:K03948
M00146	KO:K03949
M00146	KO:K03950
M00146	KO:K03951
M00146	KO:K03952
M00146	KO:K03953
M00146	KO:K03954
M00146	KO:K03955
