KO_id	image_id
KO:K05405	map05161
KO:K05405	map05162
KO:K05405	map05164
KO:K05405	map05166
KO:K05405	map05168
KO:K05405	map05200
KO:K05405	map05202
KO:K05405	map05321
KO:K05405	map05323
KO:K05405	map05332
KO:K05405	map05410
KO:K05406	map04060
KO:K05406	map04620
KO:K05406	map04622
KO:K05406	map04630
KO:K05406	map04940
KO:K05406	map05133
KO:K05406	map05134
KO:K05406	map05140
KO:K05406	map05142
KO:K05406	map05143
KO:K05406	map05144
KO:K05406	map05145
KO:K05406	map05146
KO:K05406	map05152
KO:K05406	map05162
KO:K05406	map05164
KO:K05406	map05168
KO:K05406	map05321
KO:K05406	map05330
KO:K05407	map04060
KO:K05407	map04062
KO:K05408	map04060
KO:K05408	map04062
KO:K05408	map04620
KO:K05408	map05132
KO:K05408	map05142
KO:K05408	map05323
KO:K05409	map04064
KO:K05409	map04620
KO:K05409	map05133
KO:K05409	map05161
KO:K05410	map04014
KO:K05410	map04620
KO:K05410	map04622
KO:K05410	map04623
KO:K05410	map05160
KO:K05410	map05161
KO:K05410	map05162
KO:K05410	map05164
KO:K05410	map05168
KO:K05410	map05169
KO:K05411	map04620
KO:K05411	map04622
KO:K05411	map04623
KO:K05411	map05133
KO:K05411	map05160
KO:K05411	map05161
KO:K05411	map05162
KO:K05411	map05164
KO:K05411	map05168
KO:K05411	map05169
KO:K05411	map05203
KO:K05412	map04514
KO:K05412	map04620
KO:K05412	map04672
KO:K05412	map04940
KO:K05412	map05320
KO:K05412	map05322
KO:K05412	map05323
KO:K05412	map05330
KO:K05412	map05332
KO:K05412	map05416
KO:K05413	map04514
KO:K05413	map04620
KO:K05413	map04672
KO:K05413	map04940
KO:K05413	map05202
KO:K05413	map05320
KO:K05413	map05322
KO:K05413	map05323
KO:K05413	map05330
KO:K05413	map05332
KO:K05413	map05416
KO:K05414	map04060
KO:K05414	map04140
KO:K05414	map04151
KO:K05414	map04620
KO:K05414	map04622
KO:K05414	map04623
KO:K05414	map04630
KO:K05414	map04650
KO:K05414	map05152
KO:K05414	map05160
KO:K05414	map05161
KO:K05414	map05162
KO:K05414	map05164
KO:K05414	map05168
KO:K05414	map05320
KO:K05415	map04060
KO:K05415	map04151
KO:K05415	map04380
KO:K05415	map04620
KO:K05415	map04622
KO:K05415	map04623
KO:K05415	map04630
KO:K05415	map04650
KO:K05415	map05142
KO:K05415	map05152
KO:K05415	map05160
KO:K05415	map05161
KO:K05415	map05162
KO:K05415	map05164
KO:K05415	map05168
KO:K05416	map04060
KO:K05416	map04062
KO:K05416	map04620
KO:K05417	map04060
KO:K05417	map04630
KO:K05417	map04640
KO:K05417	map05323
KO:K05418	map04060
KO:K05418	map04151
KO:K05418	map04630
KO:K05419	map04060
KO:K05419	map04550
KO:K05419	map04630
KO:K05419	map04668
KO:K05420	map04060
KO:K05420	map04630
KO:K05421	map04060
KO:K05422	map04060
KO:K05422	map04630
KO:K05423	map04060
KO:K05423	map04151
KO:K05423	map04630
KO:K05423	map04640
KO:K05423	map05144
KO:K05424	map04060
KO:K05424	map04080
KO:K05424	map04152
KO:K05424	map04630
KO:K05424	map04920
KO:K05424	map04932
KO:K05425	map04060
KO:K05425	map04620
KO:K05425	map04622
KO:K05425	map04630
KO:K05425	map04940
KO:K05425	map05133
KO:K05425	map05134
KO:K05425	map05140
KO:K05425	map05142
KO:K05425	map05143
KO:K05425	map05145
KO:K05425	map05146
KO:K05425	map05152
KO:K05425	map05162
KO:K05425	map05164
KO:K05425	map05168
KO:K05425	map05205
KO:K05425	map05321
KO:K05425	map05330
KO:K05426	map04060
KO:K05426	map04630
KO:K05426	map05133
KO:K05426	map05152
KO:K05426	map05321
KO:K05426	map05323
KO:K05427	map04060
KO:K05427	map04630
KO:K05427	map04640
KO:K05427	map04650
KO:K05427	map04660
KO:K05427	map04664
KO:K05427	map04668
KO:K05427	map05132
KO:K05427	map05146
KO:K05427	map05166
KO:K05427	map05202
KO:K05427	map05323
KO:K05428	map04060
KO:K05428	map04630
KO:K05428	map04640
KO:K05428	map04660
KO:K05428	map04664
KO:K05428	map04672
KO:K05428	map05310
KO:K05428	map05320
KO:K05428	map05321
KO:K05428	map05330
KO:K05429	map04060
KO:K05429	map04151
KO:K05429	map04630
KO:K05429	map04660
KO:K05429	map04672
KO:K05429	map04940
KO:K05429	map05142
KO:K05429	map05162
KO:K05429	map05166
KO:K05429	map05320
KO:K05429	map05321
KO:K05429	map05330
KO:K05429	map05332
KO:K05430	map04060
KO:K05430	map04151
KO:K05430	map04630
KO:K05430	map04640
KO:K05430	map04660
KO:K05430	map04664
KO:K05430	map04672
KO:K05430	map05140
KO:K05430	map05162
KO:K05430	map05310
KO:K05430	map05320
KO:K05430	map05321
KO:K05430	map05330
KO:K05431	map04060
KO:K05431	map04151
KO:K05431	map04630
KO:K05431	map04640
KO:K05432	map04060
KO:K05432	map04630
KO:K05432	map05310
KO:K05433	map04060
KO:K05433	map04630
KO:K05433	map04668
KO:K05433	map04672
KO:K05433	map05166
KO:K05433	map05168
KO:K05433	map05323
KO:K05434	map04060
KO:K05434	map04630
KO:K05434	map05321
KO:K05435	map04060
KO:K05435	map04630
KO:K05435	map04664
KO:K05435	map05162
KO:K05435	map05310
KO:K05435	map05321
KO:K05436	map04060
KO:K05436	map04630
KO:K05437	map04060
KO:K05437	map04066
KO:K05437	map04151
KO:K05437	map04630
KO:K05437	map04640
KO:K05438	map04060
KO:K05438	map04080
KO:K05438	map04151
KO:K05438	map04630
KO:K05439	map04060
KO:K05439	map04080
KO:K05439	map04151
KO:K05439	map04630
KO:K05439	map04917
KO:K05440	map04060
KO:K05440	map04622
KO:K05440	map04630
KO:K05441	map04060
KO:K05441	map04622
KO:K05441	map04630
KO:K05442	map04060
KO:K05442	map04622
KO:K05442	map04630
KO:K05443	map04060
KO:K05443	map04068
KO:K05443	map04630
KO:K05443	map04660
KO:K05443	map04672
KO:K05443	map05133
KO:K05443	map05140
KO:K05443	map05142
KO:K05443	map05143
KO:K05443	map05144
KO:K05443	map05145
KO:K05443	map05146
KO:K05443	map05150
KO:K05443	map05152
KO:K05443	map05169
KO:K05443	map05310
KO:K05443	map05320
KO:K05443	map05321
KO:K05443	map05322
KO:K05443	map05330
KO:K05444	map04060
KO:K05444	map04630
KO:K05445	map04060
KO:K05445	map04630
KO:K05445	map05321
KO:K05446	map04060
KO:K05447	map04060
KO:K05447	map04630
KO:K05448	map04014
KO:K05448	map04015
KO:K05448	map04060
KO:K05448	map04066
KO:K05448	map04150
KO:K05448	map04151
KO:K05448	map04370
KO:K05448	map04510
KO:K05448	map04933
KO:K05448	map05200
KO:K05448	map05205
KO:K05448	map05206
KO:K05448	map05211
KO:K05448	map05212
KO:K05448	map05219
KO:K05448	map05323
KO:K05449	map04014
KO:K05449	map04015
KO:K05449	map04060
KO:K05449	map04151
KO:K05449	map04510
KO:K05449	map04933
KO:K05449	map05200
KO:K05450	map04014
KO:K05450	map04015
KO:K05450	map04060
KO:K05450	map04072
KO:K05450	map04151
KO:K05450	map04510
KO:K05450	map04540
KO:K05450	map04810
KO:K05450	map05215
KO:K05450	map05218
KO:K05450	map05231
KO:K05451	map04014
KO:K05451	map04015
KO:K05451	map04151
KO:K05451	map04750
KO:K05453	map04014
KO:K05453	map04015
KO:K05453	map04060
KO:K05453	map04151
KO:K05453	map04380
KO:K05453	map04640
KO:K05453	map04668
KO:K05453	map05323
KO:K05454	map04060
KO:K05454	map04640
KO:K05454	map05200
KO:K05455	map04012
KO:K05456	map04012
KO:K05457	map04012
KO:K05458	map04012
KO:K05459	map04014
KO:K05459	map04015
KO:K05459	map04066
KO:K05459	map04068
KO:K05459	map04114
KO:K05459	map04115
KO:K05459	map04150
KO:K05459	map04151
KO:K05459	map04152
KO:K05459	map04211
KO:K05459	map04510
KO:K05459	map04550
KO:K05459	map04730
KO:K05459	map04750
KO:K05459	map04913
KO:K05459	map04914
KO:K05459	map04960
KO:K05459	map05200
KO:K05459	map05202
KO:K05459	map05205
KO:K05459	map05214
KO:K05459	map05215
KO:K05459	map05218
KO:K05459	map05410
KO:K05459	map05414
KO:K05460	map04014
KO:K05460	map04015
KO:K05460	map04060
KO:K05460	map04151
KO:K05460	map04510
KO:K05460	map05144
KO:K05460	map05200
KO:K05460	map05205
KO:K05460	map05211
KO:K05460	map05218
KO:K05461	map04014
KO:K05461	map04015
KO:K05461	map04060
KO:K05461	map04072
KO:K05461	map04151
KO:K05461	map04640
KO:K05461	map04916
KO:K05461	map05200
KO:K05462	map04014
KO:K05462	map04015
KO:K05462	map04151
KO:K05462	map04360
KO:K05463	map04360
KO:K05465	map04014
KO:K05465	map04015
KO:K05465	map04066
KO:K05465	map04151
KO:K05465	map05323
KO:K05466	map04014
KO:K05466	map04015
KO:K05466	map04066
KO:K05466	map04151
KO:K05467	map04014
KO:K05467	map04015
KO:K05467	map04066
KO:K05467	map04151
KO:K05468	map04060
KO:K05468	map04064
KO:K05468	map04668
KO:K05468	map04940
KO:K05468	map05166
KO:K05468	map05168
KO:K05469	map04060
KO:K05470	map04060
KO:K05471	map04060
KO:K05472	map04060
KO:K05473	map04060
KO:K05473	map04064
KO:K05473	map04380
KO:K05473	map04917
KO:K05473	map05323
KO:K05474	map04060
KO:K05475	map04060
KO:K05475	map04672
KO:K05475	map05323
KO:K05476	map04060
KO:K05476	map04064
KO:K05476	map04672
KO:K05476	map05323
KO:K05477	map04060
KO:K05477	map04064
KO:K05477	map05168
KO:K05478	map04060
KO:K05479	map04060
KO:K05480	map04060
KO:K05482	map04060
KO:K05482	map04621
KO:K05482	map04623
KO:K05482	map05132
KO:K05482	map05134
KO:K05482	map05143
KO:K05482	map05144
KO:K05482	map05152
KO:K05482	map05164
KO:K05482	map05321
KO:K05482	map05323
KO:K05489	map04060
KO:K05489	map05321
KO:K05489	map05323
KO:K05490	map04060
KO:K05492	map04630
KO:K05493	map04060
KO:K05494	map05321
KO:K05498	map04913
KO:K05505	map04060
KO:K05505	map04062
KO:K05505	map04668
KO:K05505	map05132
KO:K05505	map05134
KO:K05506	map04060
KO:K05506	map04062
KO:K05506	map05133
KO:K05506	map05323
KO:K05507	map04060
KO:K05507	map04062
KO:K05508	map04060
KO:K05508	map04062
KO:K05508	map04668
KO:K05509	map04060
KO:K05509	map04062
KO:K05510	map04060
KO:K05510	map04062
KO:K05511	map04060
KO:K05511	map04062
KO:K05512	map04060
KO:K05512	map04062
KO:K05512	map04064
KO:K05513	map04060
KO:K05513	map04062
KO:K05513	map04672
KO:K05514	map04060
KO:K05514	map04062
KO:K05515	map00550
KO:K05515	map01501
KO:K05522	map03410
KO:K05523	map00620
KO:K05525	map00902
KO:K05526	map00330
KO:K05528	map00513
KO:K05529	map00513
KO:K05530	map00513
KO:K05531	map00513
KO:K05532	map00513
KO:K05533	map00513
KO:K05534	map00513
KO:K05535	map00513
KO:K05536	map00513
KO:K05537	map00513
KO:K05538	map00513
KO:K05538	map00514
KO:K05546	map00510
KO:K05546	map04141
KO:K05547	map04080
KO:K05547	map04919
KO:K05549	map00362
KO:K05549	map00364
KO:K05549	map00622
KO:K05549	map01220
KO:K05550	map00362
KO:K05550	map00364
KO:K05550	map00622
KO:K05550	map01220
KO:K05551	map00253
KO:K05551	map01056
KO:K05552	map00253
KO:K05552	map01056
KO:K05553	map00253
KO:K05553	map01056
KO:K05554	map01056
KO:K05555	map01057
KO:K05556	map01057
KO:K05572	map00190
KO:K05573	map00190
KO:K05574	map00190
KO:K05575	map00190
KO:K05576	map00190
KO:K05577	map00190
KO:K05578	map00190
KO:K05579	map00190
KO:K05580	map00190
KO:K05581	map00190
KO:K05582	map00190
KO:K05583	map00190
KO:K05584	map00190
KO:K05585	map00190
KO:K05586	map00190
KO:K05587	map00190
KO:K05588	map00190
KO:K05592	map03018
KO:K05597	map00220
KO:K05597	map00250
KO:K05597	map00471
KO:K05597	map02020
KO:K05599	map00627
KO:K05600	map00627
KO:K05601	map00910
KO:K05602	map00340
KO:K05602	map01230
KO:K05603	map00340
KO:K05604	map00330
KO:K05604	map00340
KO:K05604	map00410
KO:K05605	map00280
KO:K05605	map00410
KO:K05605	map00640
KO:K05605	map01200
KO:K05606	map00280
KO:K05606	map00630
KO:K05606	map00640
KO:K05606	map00720
KO:K05606	map01200
KO:K05607	map00280
KO:K05611	map05012
KO:K05612	map04724
KO:K05612	map04974
KO:K05613	map04724
KO:K05613	map05014
KO:K05614	map04724
KO:K05616	map04974
KO:K05616	map05230
KO:K05617	map04724
KO:K05618	map04724
KO:K05625	map05016
KO:K05627	map04520
KO:K05627	map04810
KO:K05628	map04391
KO:K05629	map04015
KO:K05629	map04530
KO:K05629	map04668
KO:K05630	map04120
KO:K05631	map04015
KO:K05631	map04530
KO:K05632	map04120
KO:K05632	map04144
KO:K05632	map04668
KO:K05632	map04932
KO:K05633	map04120
KO:K05633	map04144
KO:K05634	map05020
KO:K05635	map04151
KO:K05635	map04510
KO:K05635	map04512
KO:K05635	map05020
KO:K05635	map05145
KO:K05635	map05146
KO:K05635	map05200
KO:K05635	map05222
KO:K05636	map04151
KO:K05636	map04510
KO:K05636	map04512
KO:K05636	map05145
KO:K05636	map05146
KO:K05636	map05200
KO:K05636	map05222
KO:K05637	map04151
KO:K05637	map04510
KO:K05637	map04512
KO:K05637	map05145
KO:K05637	map05146
KO:K05637	map05200
KO:K05637	map05222
KO:K05638	map04141
KO:K05638	map04212
KO:K05640	map04630
KO:K05641	map02010
KO:K05641	map04975
KO:K05642	map02010
KO:K05642	map04142
KO:K05643	map02010
KO:K05644	map02010
KO:K05645	map02010
KO:K05646	map02010
KO:K05647	map02010
KO:K05648	map02010
KO:K05649	map02010
KO:K05650	map02010
KO:K05651	map02010
KO:K05652	map02010
KO:K05653	map02010
KO:K05653	map04145
KO:K05653	map04612
KO:K05653	map05168
KO:K05653	map05340
KO:K05654	map02010
KO:K05654	map04145
KO:K05654	map04612
KO:K05654	map05168
KO:K05654	map05340
KO:K05655	map02010
KO:K05656	map02010
KO:K05656	map04142
KO:K05657	map02010
KO:K05658	map02010
KO:K05658	map04976
KO:K05658	map05206
KO:K05659	map02010
KO:K05659	map04976
KO:K05660	map02010
KO:K05661	map02010
KO:K05662	map02010
KO:K05663	map02010
KO:K05664	map02010
KO:K05664	map04976
KO:K05665	map02010
KO:K05665	map04071
KO:K05665	map04977
KO:K05665	map05206
KO:K05666	map02010
KO:K05666	map04976
KO:K05667	map02010
KO:K05667	map04976
KO:K05668	map02010
KO:K05669	map02010
KO:K05670	map02010
KO:K05671	map02010
KO:K05672	map02010
KO:K05673	map02010
KO:K05673	map04024
KO:K05673	map04976
KO:K05674	map02010
KO:K05675	map02010
KO:K05675	map04146
KO:K05676	map02010
KO:K05676	map04146
KO:K05677	map02010
KO:K05677	map04146
KO:K05678	map02010
KO:K05678	map04146
KO:K05679	map02010
KO:K05680	map02010
KO:K05681	map02010
KO:K05681	map04976
KO:K05682	map02010
KO:K05683	map02010
KO:K05683	map04975
KO:K05683	map04976
KO:K05684	map02010
KO:K05684	map04975
KO:K05684	map04976
KO:K05685	map02010
KO:K05687	map05012
KO:K05688	map05012
KO:K05689	map04015
KO:K05689	map04390
KO:K05689	map04514
KO:K05689	map04520
KO:K05689	map05100
KO:K05689	map05130
KO:K05689	map05200
KO:K05689	map05213
KO:K05689	map05216
KO:K05689	map05218
KO:K05689	map05219
KO:K05690	map04015
KO:K05690	map04520
KO:K05690	map04670
KO:K05691	map04390
KO:K05691	map04520
KO:K05691	map04530
KO:K05691	map04670
KO:K05691	map05100
KO:K05691	map05200
KO:K05691	map05213
KO:K05691	map05412
KO:K05692	map04015
KO:K05692	map04145
KO:K05692	map04390
KO:K05692	map04391
KO:K05692	map04510
KO:K05692	map04520
KO:K05692	map04530
KO:K05692	map04611
KO:K05692	map04670
KO:K05692	map04745
KO:K05692	map04810
KO:K05692	map04919
KO:K05692	map04921
KO:K05692	map05100
KO:K05692	map05110
KO:K05692	map05130
KO:K05692	map05131
KO:K05692	map05132
KO:K05692	map05164
KO:K05692	map05205
KO:K05692	map05410
KO:K05692	map05412
KO:K05692	map05414
KO:K05692	map05416
KO:K05693	map04514
KO:K05693	map04520
KO:K05694	map04520
KO:K05695	map04514
KO:K05695	map04520
KO:K05695	map04910
KO:K05695	map04931
KO:K05696	map04520
KO:K05696	map04910
KO:K05696	map04931
KO:K05697	map04520
KO:K05697	map04630
KO:K05697	map04650
KO:K05697	map04660
KO:K05697	map04662
KO:K05697	map05140
KO:K05697	map05205
KO:K05698	map04520
KO:K05699	map04510
KO:K05699	map04520
KO:K05699	map04530
KO:K05699	map04670
KO:K05699	map04810
KO:K05699	map05146
KO:K05699	map05203
KO:K05699	map05322
KO:K05699	map05412
KO:K05700	map04510
KO:K05700	map04520
KO:K05700	map04670
KO:K05700	map04810
KO:K05700	map05100
KO:K05700	map05131
KO:K05700	map05146
KO:K05701	map04520
KO:K05701	map04530
KO:K05701	map04540
KO:K05701	map05110
KO:K05701	map05120
KO:K05701	map05132
KO:K05702	map04014
KO:K05702	map04015
KO:K05702	map04024
KO:K05702	map04520
KO:K05702	map04530
KO:K05702	map04670
KO:K05703	map04071
KO:K05703	map04072
KO:K05703	map04360
KO:K05703	map04380
KO:K05703	map04510
KO:K05703	map04520
KO:K05703	map04611
KO:K05703	map04650
KO:K05703	map04660
KO:K05703	map04664
KO:K05703	map04725
KO:K05703	map05020
KO:K05703	map05130
KO:K05703	map05162
KO:K05703	map05416
KO:K05704	map04012
KO:K05704	map04015
KO:K05704	map04062
KO:K05704	map04144
KO:K05704	map04370
KO:K05704	map04510
KO:K05704	map04520
KO:K05704	map04530
KO:K05704	map04540
KO:K05704	map04611
KO:K05704	map04727
KO:K05704	map04750
KO:K05704	map04810
KO:K05704	map04912
KO:K05704	map04915
KO:K05704	map04917
KO:K05704	map04919
KO:K05704	map04921
KO:K05704	map05100
KO:K05704	map05120
KO:K05704	map05131
KO:K05704	map05152
KO:K05704	map05161
KO:K05704	map05203
KO:K05704	map05205
KO:K05704	map05219
KO:K05705	map04520
KO:K05705	map04530
KO:K05706	map04390
KO:K05706	map04520
KO:K05707	map04520
KO:K05708	map00360
KO:K05708	map01220
KO:K05709	map00360
KO:K05709	map01220
KO:K05710	map00360
KO:K05710	map01220
KO:K05711	map00360
KO:K05711	map01220
KO:K05712	map00360
KO:K05712	map01220
KO:K05713	map00360
KO:K05713	map01220
KO:K05714	map00360
KO:K05714	map01220
KO:K05717	map04151
KO:K05717	map04510
KO:K05717	map04512
KO:K05717	map04810
KO:K05717	map04933
KO:K05717	map05100
KO:K05717	map05146
KO:K05717	map05200
KO:K05717	map05205
KO:K05717	map05222
KO:K05718	map04015
KO:K05718	map04514
KO:K05718	map04650
KO:K05718	map04670
KO:K05718	map04810
KO:K05718	map05144
KO:K05718	map05150
KO:K05718	map05166
KO:K05718	map05169
KO:K05718	map05323
KO:K05718	map05416
KO:K05719	map04015
KO:K05719	map04145
KO:K05719	map04151
KO:K05719	map04360
KO:K05719	map04510
KO:K05719	map04512
KO:K05719	map04514
KO:K05719	map04611
KO:K05719	map04670
KO:K05719	map04810
KO:K05719	map05100
KO:K05719	map05130
KO:K05719	map05131
KO:K05719	map05133
KO:K05719	map05140
KO:K05719	map05145
KO:K05719	map05200
KO:K05719	map05205
KO:K05719	map05222
KO:K05719	map05410
KO:K05719	map05412
KO:K05719	map05414
KO:K05720	map04810
KO:K05722	map04810
KO:K05725	map04012
KO:K05725	map04062
KO:K05725	map04151
KO:K05725	map04360
KO:K05725	map04370
KO:K05725	map04510
KO:K05725	map04670
KO:K05725	map04810
KO:K05725	map05100
KO:K05725	map05146
KO:K05725	map05200
KO:K05725	map05202
KO:K05725	map05205
KO:K05725	map05222
KO:K05726	map04015
KO:K05726	map04062
KO:K05726	map04510
KO:K05726	map04670
KO:K05726	map04810
KO:K05726	map05100
KO:K05728	map05120
KO:K05729	map04810
KO:K05729	map05212
KO:K05730	map04024
KO:K05730	map04062
KO:K05730	map04510
KO:K05730	map04650
KO:K05730	map04660
KO:K05730	map04662
KO:K05730	map04664
KO:K05730	map04666
KO:K05730	map04670
KO:K05730	map04810
KO:K05731	map04014
KO:K05731	map04015
KO:K05731	map04024
KO:K05731	map04062
KO:K05731	map04810
KO:K05731	map05205
KO:K05732	map04510
KO:K05732	map04611
KO:K05732	map04670
KO:K05732	map04810
KO:K05733	map04012
KO:K05733	map04014
KO:K05733	map04360
KO:K05733	map04510
KO:K05733	map04660
KO:K05733	map04810
KO:K05733	map05211
KO:K05734	map04012
KO:K05734	map04014
KO:K05734	map04360
KO:K05734	map04510
KO:K05734	map04660
KO:K05734	map04810
KO:K05734	map05206
KO:K05734	map05211
KO:K05735	map04012
KO:K05735	map04014
KO:K05735	map04360
KO:K05735	map04510
KO:K05735	map04660
KO:K05735	map04810
KO:K05735	map05211
KO:K05736	map04012
KO:K05736	map04014
KO:K05736	map04360
KO:K05736	map04510
KO:K05736	map04660
KO:K05736	map04810
KO:K05736	map05211
KO:K05737	map04144
KO:K05737	map04810
KO:K05737	map05120
KO:K05740	map04510
KO:K05740	map04810
KO:K05740	map04933
KO:K05740	map05131
KO:K05741	map04810
KO:K05742	map04024
KO:K05742	map04260
KO:K05742	map04261
KO:K05742	map04810
KO:K05742	map04919
KO:K05742	map04970
KO:K05742	map04971
KO:K05742	map04972
KO:K05742	map04976
KO:K05742	map05205
KO:K05743	map04360
KO:K05743	map04666
KO:K05743	map04810
KO:K05744	map04360
KO:K05744	map04666
KO:K05744	map04810
KO:K05745	map04810
KO:K05746	map04810
KO:K05747	map04062
KO:K05747	map04144
KO:K05747	map04520
KO:K05747	map04666
KO:K05747	map04810
KO:K05747	map05100
KO:K05747	map05130
KO:K05747	map05131
KO:K05747	map05132
KO:K05747	map05231
KO:K05748	map04520
KO:K05748	map04666
KO:K05748	map04810
KO:K05748	map05100
KO:K05748	map05131
KO:K05748	map05132
KO:K05748	map05231
KO:K05749	map03013
KO:K05749	map04810
KO:K05750	map04810
KO:K05751	map04810
KO:K05752	map04810
KO:K05753	map04520
KO:K05753	map04666
KO:K05753	map04810
KO:K05753	map05100
KO:K05753	map05131
KO:K05753	map05132
KO:K05753	map05231
KO:K05754	map04144
KO:K05754	map04666
KO:K05754	map04810
KO:K05754	map05100
KO:K05754	map05130
KO:K05754	map05131
KO:K05754	map05132
KO:K05755	map04144
KO:K05755	map04666
KO:K05755	map04810
KO:K05755	map05100
KO:K05755	map05130
KO:K05755	map05131
KO:K05755	map05132
KO:K05756	map04144
KO:K05756	map04666
KO:K05756	map04810
KO:K05756	map05100
KO:K05756	map05130
KO:K05756	map05131
KO:K05756	map05132
KO:K05757	map04144
KO:K05757	map04666
KO:K05757	map04810
KO:K05757	map05100
KO:K05757	map05130
KO:K05757	map05131
KO:K05757	map05132
KO:K05758	map04144
KO:K05758	map04666
KO:K05758	map04810
KO:K05758	map05100
KO:K05758	map05130
KO:K05758	map05131
KO:K05758	map05132
KO:K05759	map04015
KO:K05759	map04810
KO:K05759	map05131
KO:K05759	map05132
KO:K05760	map04062
KO:K05760	map04370
KO:K05760	map04510
KO:K05760	map04670
KO:K05760	map04810
KO:K05760	map05100
KO:K05760	map05203
KO:K05760	map05205
KO:K05762	map04810
KO:K05762	map05205
KO:K05762	map05206
KO:K05763	map04670
KO:K05763	map04810
KO:K05763	map05162
KO:K05763	map05205
KO:K05764	map04810
KO:K05765	map04360
KO:K05765	map04666
KO:K05765	map04810
KO:K05765	map05133
KO:K05766	map04810
KO:K05767	map04810
KO:K05768	map04666
KO:K05768	map04810
KO:K05768	map05203
KO:K05769	map04810
KO:K05770	map04080
KO:K05770	map05166
KO:K05771	map04080
KO:K05772	map02010
KO:K05773	map02010
KO:K05774	map00030
KO:K05776	map02010
KO:K05780	map00440
KO:K05783	map00362
KO:K05783	map00364
KO:K05783	map00622
KO:K05783	map01220
KO:K05784	map00362
KO:K05784	map00364
KO:K05784	map00622
KO:K05784	map01220
KO:K05797	map00623
KO:K05813	map02010
KO:K05814	map02010
KO:K05815	map02010
KO:K05816	map02010
KO:K05821	map00350
KO:K05821	map00360
KO:K05821	map00400
KO:K05821	map00960
KO:K05822	map00300
KO:K05822	map01230
KO:K05823	map00300
KO:K05823	map01230
KO:K05824	map00300
KO:K05824	map01210
KO:K05824	map01230
KO:K05825	map00300
KO:K05825	map01210
KO:K05825	map01230
KO:K05826	map00220
KO:K05826	map00300
KO:K05826	map01210
KO:K05826	map01230
KO:K05827	map00300
KO:K05827	map01210
KO:K05827	map01230
KO:K05828	map00220
KO:K05828	map00300
KO:K05828	map01210
KO:K05828	map01230
KO:K05829	map00220
KO:K05829	map00300
KO:K05829	map01210
KO:K05829	map01230
KO:K05830	map00220
KO:K05830	map00300
KO:K05830	map01210
KO:K05830	map01230
KO:K05831	map00220
KO:K05831	map00300
KO:K05831	map01210
KO:K05831	map01230
KO:K05840	map04020
KO:K05840	map04024
KO:K05840	map04080
KO:K05840	map04728
KO:K05842	map04064
KO:K05842	map04620
KO:K05842	map05133
KO:K05842	map05142
KO:K05842	map05160
KO:K05842	map05161
KO:K05842	map05164
KO:K05842	map05168
KO:K05845	map02010
KO:K05846	map02010
KO:K05847	map02010
KO:K05848	map00600
KO:K05849	map04020
KO:K05849	map04022
KO:K05849	map04740
KO:K05849	map04974
KO:K05850	map04020
KO:K05850	map04022
KO:K05850	map04024
KO:K05850	map04261
KO:K05850	map04970
KO:K05850	map04972
KO:K05851	map00230
KO:K05851	map05111
KO:K05852	map04020
KO:K05852	map04022
KO:K05852	map04024
KO:K05852	map04261
KO:K05852	map04919
KO:K05852	map05414
KO:K05853	map04020
KO:K05853	map04022
KO:K05853	map04972
KO:K05853	map05010
KO:K05854	map04062
KO:K05854	map04064
KO:K05854	map04611
KO:K05854	map04662
KO:K05854	map04664
KO:K05854	map04666
KO:K05854	map04730
KO:K05854	map05120
KO:K05854	map05169
KO:K05854	map05203
KO:K05855	map04064
KO:K05855	map04072
KO:K05855	map04151
KO:K05855	map04380
KO:K05855	map04611
KO:K05855	map04650
KO:K05855	map04662
KO:K05855	map04664
KO:K05855	map04666
KO:K05855	map05152
KO:K05855	map05169
KO:K05855	map05203
KO:K05856	map04064
KO:K05856	map04380
KO:K05856	map04650
KO:K05856	map04660
KO:K05856	map05166
KO:K05856	map05340
KO:K05857	map00562
KO:K05857	map04020
KO:K05857	map04070
KO:K05857	map04919
KO:K05857	map04933
KO:K05858	map00562
KO:K05858	map04015
KO:K05858	map04020
KO:K05858	map04022
KO:K05858	map04062
KO:K05858	map04070
KO:K05858	map04071
KO:K05858	map04072
KO:K05858	map04261
KO:K05858	map04270
KO:K05858	map04310
KO:K05858	map04540
KO:K05858	map04611
KO:K05858	map04713
KO:K05858	map04720
KO:K05858	map04723
KO:K05858	map04724
KO:K05858	map04725
KO:K05858	map04726
KO:K05858	map04728
KO:K05858	map04730
KO:K05858	map04745
KO:K05858	map04750
KO:K05858	map04911
KO:K05858	map04912
KO:K05858	map04915
KO:K05858	map04916
KO:K05858	map04918
KO:K05858	map04919
KO:K05858	map04921
KO:K05858	map04922
KO:K05858	map04924
KO:K05858	map04925
KO:K05858	map04933
KO:K05858	map04961
KO:K05858	map04970
KO:K05858	map04971
KO:K05858	map04972
KO:K05858	map05010
KO:K05858	map05016
KO:K05858	map05142
KO:K05858	map05143
KO:K05858	map05146
KO:K05858	map05200
KO:K05859	map00562
KO:K05859	map04012
KO:K05859	map04014
KO:K05859	map04020
KO:K05859	map04064
KO:K05859	map04066
KO:K05859	map04070
KO:K05859	map04072
KO:K05859	map04370
KO:K05859	map04380
KO:K05859	map04611
KO:K05859	map04650
KO:K05859	map04662
KO:K05859	map04664
KO:K05859	map04666
KO:K05859	map04670
