KO_id	image_id
KO:K03160	map05330
KO:K03160	map05340
KO:K03160	map05416
KO:K03161	map04060
KO:K03161	map04064
KO:K03161	map04514
KO:K03161	map04660
KO:K03161	map04672
KO:K03161	map05144
KO:K03161	map05145
KO:K03161	map05310
KO:K03161	map05320
KO:K03161	map05322
KO:K03161	map05330
KO:K03161	map05340
KO:K03161	map05416
KO:K03165	map03440
KO:K03165	map03460
KO:K03171	map04064
KO:K03171	map04071
KO:K03171	map04210
KO:K03171	map04622
KO:K03171	map04668
KO:K03171	map04920
KO:K03171	map05152
KO:K03171	map05160
KO:K03171	map05169
KO:K03171	map05203
KO:K03172	map04064
KO:K03172	map04668
KO:K03172	map05168
KO:K03172	map05169
KO:K03172	map05200
KO:K03172	map05202
KO:K03172	map05203
KO:K03172	map05222
KO:K03173	map04010
KO:K03173	map04064
KO:K03173	map04071
KO:K03173	map04141
KO:K03173	map04210
KO:K03173	map04380
KO:K03173	map04622
KO:K03173	map04668
KO:K03173	map04920
KO:K03173	map04932
KO:K03173	map05160
KO:K03173	map05168
KO:K03173	map05169
KO:K03173	map05200
KO:K03173	map05203
KO:K03173	map05222
KO:K03174	map04064
KO:K03174	map04620
KO:K03174	map04622
KO:K03174	map04668
KO:K03174	map05160
KO:K03174	map05168
KO:K03174	map05169
KO:K03174	map05200
KO:K03174	map05203
KO:K03174	map05222
KO:K03175	map04010
KO:K03175	map04064
KO:K03175	map04120
KO:K03175	map04144
KO:K03175	map04380
KO:K03175	map04620
KO:K03175	map04621
KO:K03175	map04622
KO:K03175	map04722
KO:K03175	map05133
KO:K03175	map05140
KO:K03175	map05142
KO:K03175	map05145
KO:K03175	map05152
KO:K03175	map05160
KO:K03175	map05162
KO:K03175	map05168
KO:K03175	map05169
KO:K03175	map05200
KO:K03175	map05222
KO:K03176	map04010
KO:K03176	map04144
KO:K03176	map04210
KO:K03176	map04722
KO:K03176	map04750
KO:K03176	map05200
KO:K03176	map05202
KO:K03176	map05216
KO:K03176	map05230
KO:K03178	map04120
KO:K03178	map05012
KO:K03179	map00130
KO:K03181	map00130
KO:K03182	map00130
KO:K03183	map00130
KO:K03184	map00130
KO:K03185	map00130
KO:K03186	map00130
KO:K03191	map05120
KO:K03193	map00532
KO:K03194	map03070
KO:K03195	map03070
KO:K03196	map03070
KO:K03196	map05120
KO:K03197	map03070
KO:K03197	map05134
KO:K03198	map03070
KO:K03199	map03070
KO:K03200	map03070
KO:K03201	map03070
KO:K03202	map03070
KO:K03203	map03070
KO:K03204	map03070
KO:K03205	map03070
KO:K03209	map04310
KO:K03209	map04340
KO:K03209	map04390
KO:K03209	map04391
KO:K03209	map04550
KO:K03209	map04916
KO:K03209	map05166
KO:K03209	map05200
KO:K03209	map05205
KO:K03209	map05217
KO:K03210	map03060
KO:K03210	map03070
KO:K03211	map04013
KO:K03211	map04320
KO:K03211	map05202
KO:K03213	map04310
KO:K03217	map03060
KO:K03217	map03070
KO:K03219	map03070
KO:K03221	map03070
KO:K03222	map03070
KO:K03223	map03070
KO:K03224	map03070
KO:K03225	map03070
KO:K03226	map03070
KO:K03227	map03070
KO:K03228	map03070
KO:K03229	map03070
KO:K03230	map03070
KO:K03231	map03013
KO:K03231	map05134
KO:K03233	map05134
KO:K03234	map04152
KO:K03234	map04921
KO:K03236	map03013
KO:K03237	map03013
KO:K03237	map04141
KO:K03237	map04932
KO:K03237	map05160
KO:K03237	map05162
KO:K03237	map05164
KO:K03237	map05168
KO:K03238	map03013
KO:K03239	map03013
KO:K03240	map03013
KO:K03241	map03013
KO:K03242	map03013
KO:K03243	map03013
KO:K03245	map03013
KO:K03246	map03013
KO:K03247	map03013
KO:K03247	map05162
KO:K03248	map03013
KO:K03249	map03013
KO:K03250	map03013
KO:K03250	map05160
KO:K03251	map03013
KO:K03252	map03013
KO:K03253	map03013
KO:K03254	map03013
KO:K03257	map03013
KO:K03258	map03013
KO:K03258	map04150
KO:K03258	map04151
KO:K03258	map05205
KO:K03259	map03013
KO:K03259	map04066
KO:K03259	map04150
KO:K03259	map04151
KO:K03259	map04211
KO:K03259	map04910
KO:K03260	map03013
KO:K03260	map05416
KO:K03262	map03013
KO:K03264	map03008
KO:K03265	map03015
KO:K03267	map03015
KO:K03268	map00361
KO:K03268	map00362
KO:K03268	map00623
KO:K03268	map00625
KO:K03268	map01220
KO:K03269	map00540
KO:K03270	map00540
KO:K03271	map00540
KO:K03272	map00540
KO:K03273	map00540
KO:K03274	map00540
KO:K03275	map00540
KO:K03276	map00540
KO:K03277	map00540
KO:K03278	map00540
KO:K03279	map00540
KO:K03280	map00540
KO:K03283	map03040
KO:K03283	map04010
KO:K03283	map04141
KO:K03283	map04144
KO:K03283	map04612
KO:K03283	map04915
KO:K03283	map05134
KO:K03283	map05145
KO:K03283	map05162
KO:K03283	map05164
KO:K03283	map05169
KO:K03330	map00970
KO:K03331	map00040
KO:K03332	map00051
KO:K03333	map00984
KO:K03334	map00250
KO:K03334	map00270
KO:K03334	map00280
KO:K03334	map00350
KO:K03334	map00360
KO:K03334	map00380
KO:K03334	map00400
KO:K03334	map00950
KO:K03335	map00562
KO:K03336	map00562
KO:K03337	map00562
KO:K03338	map00562
KO:K03339	map00562
KO:K03340	map00300
KO:K03340	map01230
KO:K03341	map00450
KO:K03341	map00970
KO:K03342	map00790
KO:K03343	map00330
KO:K03344	map04310
KO:K03345	map03013
KO:K03345	map04310
KO:K03347	map04110
KO:K03347	map04111
KO:K03347	map04114
KO:K03347	map04120
KO:K03347	map04141
KO:K03347	map04310
KO:K03347	map04350
KO:K03347	map04710
KO:K03347	map05168
KO:K03348	map04110
KO:K03348	map04111
KO:K03348	map04113
KO:K03348	map04114
KO:K03348	map04120
KO:K03348	map04914
KO:K03348	map05166
KO:K03349	map04110
KO:K03349	map04111
KO:K03349	map04113
KO:K03349	map04114
KO:K03349	map04120
KO:K03349	map04914
KO:K03349	map05166
KO:K03350	map04110
KO:K03350	map04111
KO:K03350	map04113
KO:K03350	map04114
KO:K03350	map04120
KO:K03350	map04914
KO:K03350	map05166
KO:K03351	map04110
KO:K03351	map04111
KO:K03351	map04113
KO:K03351	map04114
KO:K03351	map04120
KO:K03351	map04914
KO:K03351	map05166
KO:K03352	map04110
KO:K03352	map04111
KO:K03352	map04113
KO:K03352	map04114
KO:K03352	map04120
KO:K03352	map04914
KO:K03352	map05166
KO:K03353	map04110
KO:K03353	map04111
KO:K03353	map04113
KO:K03353	map04114
KO:K03353	map04120
KO:K03353	map04914
KO:K03353	map05166
KO:K03354	map04110
KO:K03354	map04111
KO:K03354	map04113
KO:K03354	map04114
KO:K03354	map04120
KO:K03354	map04914
KO:K03354	map05166
KO:K03355	map04110
KO:K03355	map04111
KO:K03355	map04113
KO:K03355	map04114
KO:K03355	map04120
KO:K03355	map04914
KO:K03355	map05166
KO:K03356	map04110
KO:K03356	map04111
KO:K03356	map04113
KO:K03356	map04114
KO:K03356	map04120
KO:K03356	map04914
KO:K03356	map05166
KO:K03357	map04110
KO:K03357	map04111
KO:K03357	map04113
KO:K03357	map04114
KO:K03357	map04120
KO:K03357	map04914
KO:K03357	map05166
KO:K03358	map04110
KO:K03358	map04111
KO:K03358	map04113
KO:K03358	map04114
KO:K03358	map04120
KO:K03358	map04914
KO:K03358	map05166
KO:K03359	map04110
KO:K03359	map04111
KO:K03359	map04113
KO:K03359	map04114
KO:K03359	map04120
KO:K03359	map04914
KO:K03359	map05166
KO:K03360	map04111
KO:K03360	map04120
KO:K03361	map04111
KO:K03361	map04120
KO:K03362	map04114
KO:K03362	map04120
KO:K03362	map04310
KO:K03362	map04340
KO:K03362	map04390
KO:K03362	map04710
KO:K03362	map05131
KO:K03363	map04110
KO:K03363	map04111
KO:K03363	map04113
KO:K03363	map04114
KO:K03363	map04120
KO:K03363	map05166
KO:K03363	map05203
KO:K03364	map04110
KO:K03364	map04111
KO:K03364	map04120
KO:K03364	map04914
KO:K03365	map00330
KO:K03366	map00650
KO:K03367	map00473
KO:K03367	map01503
KO:K03367	map02020
KO:K03367	map05150
KO:K03368	map00512
KO:K03368	map00533
KO:K03368	map00603
KO:K03368	map00604
KO:K03369	map00604
KO:K03370	map00604
KO:K03371	map00601
KO:K03371	map00603
KO:K03371	map00604
KO:K03372	map00604
KO:K03373	map00604
KO:K03374	map00604
KO:K03375	map00604
KO:K03376	map00604
KO:K03378	map00950
KO:K03379	map00930
KO:K03379	map01220
KO:K03380	map00361
KO:K03380	map00623
KO:K03380	map00627
KO:K03381	map00361
KO:K03381	map00362
KO:K03381	map00364
KO:K03381	map00623
KO:K03381	map01220
KO:K03382	map00791
KO:K03383	map00791
KO:K03385	map00910
KO:K03385	map05132
KO:K03388	map00680
KO:K03388	map01200
KO:K03389	map00680
KO:K03389	map01200
KO:K03390	map00680
KO:K03390	map01200
KO:K03391	map00361
KO:K03391	map00364
KO:K03392	map00380
KO:K03394	map00860
KO:K03396	map00680
KO:K03396	map01200
KO:K03399	map00860
KO:K03400	map02020
KO:K03403	map00860
KO:K03404	map00860
KO:K03405	map00860
KO:K03406	map02020
KO:K03406	map02030
KO:K03407	map02020
KO:K03407	map02030
KO:K03408	map02020
KO:K03408	map02030
KO:K03409	map02030
KO:K03410	map02030
KO:K03411	map02030
KO:K03412	map02020
KO:K03412	map02030
KO:K03413	map02020
KO:K03413	map02030
KO:K03414	map02030
KO:K03415	map02020
KO:K03415	map02030
KO:K03416	map00640
KO:K03417	map00640
KO:K03418	map00630
KO:K03419	map00532
KO:K03420	map03050
KO:K03421	map00680
KO:K03422	map00680
KO:K03425	map03060
KO:K03425	map03070
KO:K03426	map00760
KO:K03426	map04146
KO:K03428	map00860
KO:K03429	map00561
KO:K03430	map00440
KO:K03431	map00520
KO:K03432	map03050
KO:K03433	map03050
KO:K03434	map00563
KO:K03456	map03015
KO:K03456	map04071
KO:K03456	map04111
KO:K03456	map04113
KO:K03456	map04114
KO:K03456	map04151
KO:K03456	map04152
KO:K03456	map04261
KO:K03456	map04350
KO:K03456	map04390
KO:K03456	map04391
KO:K03456	map04530
KO:K03456	map04728
KO:K03456	map04730
KO:K03456	map05142
KO:K03456	map05160
KO:K03460	map04976
KO:K03462	map00760
KO:K03464	map00362
KO:K03464	map01220
KO:K03465	map00240
KO:K03465	map00670
KO:K03469	map03030
KO:K03470	map03030
KO:K03471	map03030
KO:K03472	map00750
KO:K03473	map00750
KO:K03474	map00750
KO:K03475	map00053
KO:K03475	map02060
KO:K03476	map00053
KO:K03479	map00512
KO:K03494	map00601
KO:K03504	map00230
KO:K03504	map00240
KO:K03504	map03030
KO:K03504	map03410
KO:K03504	map03420
KO:K03504	map03430
KO:K03504	map03440
KO:K03504	map05166
KO:K03505	map00230
KO:K03505	map00240
KO:K03505	map03030
KO:K03505	map03410
KO:K03505	map03420
KO:K03505	map03430
KO:K03505	map03440
KO:K03505	map05166
KO:K03506	map00230
KO:K03506	map00240
KO:K03506	map03030
KO:K03506	map03410
KO:K03506	map03420
KO:K03506	map05166
KO:K03508	map03460
KO:K03509	map03460
KO:K03510	map03460
KO:K03511	map03460
KO:K03512	map03410
KO:K03512	map03450
KO:K03513	map03450
KO:K03514	map03018
KO:K03515	map03460
KO:K03517	map00760
KO:K03518	map00633
KO:K03518	map00680
KO:K03518	map00720
KO:K03518	map01200
KO:K03519	map00633
KO:K03519	map00680
KO:K03519	map00720
KO:K03519	map01200
KO:K03520	map00633
KO:K03520	map00680
KO:K03520	map00720
KO:K03520	map01200
KO:K03523	map02010
KO:K03524	map00780
KO:K03525	map00770
KO:K03526	map00900
KO:K03527	map00900
KO:K03531	map04112
KO:K03532	map02020
KO:K03533	map02020
KO:K03537	map03008
KO:K03537	map03013
KO:K03538	map03008
KO:K03538	map03013
KO:K03539	map03008
KO:K03539	map03013
KO:K03540	map03013
KO:K03541	map00195
KO:K03542	map00195
KO:K03544	map04112
KO:K03550	map03440
KO:K03551	map03440
KO:K03553	map03440
KO:K03555	map03430
KO:K03563	map02020
KO:K03572	map03430
KO:K03573	map03430
KO:K03575	map03410
KO:K03581	map03440
KO:K03582	map03440
KO:K03583	map03440
KO:K03584	map03440
KO:K03585	map01501
KO:K03585	map01503
KO:K03587	map00550
KO:K03587	map01501
KO:K03588	map04112
KO:K03589	map04112
KO:K03590	map04112
KO:K03594	map00860
KO:K03596	map05134
KO:K03601	map03430
KO:K03602	map03430
KO:K03620	map02020
KO:K03621	map00561
KO:K03621	map00564
KO:K03628	map03018
KO:K03629	map03440
KO:K03635	map00790
KO:K03635	map04122
KO:K03636	map00790
KO:K03636	map04122
KO:K03637	map00790
KO:K03637	map04122
KO:K03639	map00790
KO:K03639	map04122
KO:K03644	map00785
KO:K03648	map03410
KO:K03648	map05340
KO:K03649	map03410
KO:K03652	map03410
KO:K03654	map03018
KO:K03655	map03440
KO:K03657	map03420
KO:K03657	map03430
KO:K03660	map03410
KO:K03661	map00190
KO:K03661	map04142
KO:K03661	map04145
KO:K03661	map04721
KO:K03661	map05110
KO:K03661	map05120
KO:K03661	map05152
KO:K03661	map05323
KO:K03662	map00190
KO:K03662	map04142
KO:K03662	map04145
KO:K03662	map05110
KO:K03662	map05120
KO:K03662	map05152
KO:K03662	map05161
KO:K03662	map05323
KO:K03663	map00514
KO:K03663	map00601
KO:K03663	map00603
KO:K03666	map03018
KO:K03673	map01503
KO:K03678	map03018
KO:K03679	map03018
KO:K03680	map03013
KO:K03681	map03018
KO:K03685	map03008
KO:K03685	map05205
KO:K03689	map00195
KO:K03691	map00514
KO:K03693	map00550
KO:K03693	map01501
KO:K03701	map03420
KO:K03702	map03420
KO:K03703	map03420
KO:K03707	map00730
KO:K03714	map00513
KO:K03715	map00561
KO:K03723	map03420
KO:K03728	map04710
KO:K03729	map04710
KO:K03730	map04710
KO:K03732	map03018
KO:K03735	map00564
KO:K03736	map00564
KO:K03737	map00010
KO:K03737	map00020
KO:K03737	map00620
KO:K03737	map00650
KO:K03737	map00720
KO:K03737	map01200
KO:K03738	map00030
KO:K03738	map01200
KO:K03739	map01503
KO:K03739	map02020
KO:K03739	map05150
KO:K03740	map01503
KO:K03740	map02020
KO:K03740	map05150
KO:K03742	map00760
KO:K03743	map00760
KO:K03754	map03013
KO:K03760	map01503
KO:K03763	map00230
KO:K03763	map00240
KO:K03763	map03030
KO:K03763	map03430
KO:K03763	map03440
KO:K03766	map00601
KO:K03767	map01503
KO:K03776	map02020
KO:K03776	map02030
KO:K03777	map00620
KO:K03778	map00620
KO:K03779	map00630
KO:K03780	map00630
KO:K03781	map00380
KO:K03781	map00630
KO:K03781	map01200
KO:K03781	map04068
KO:K03781	map04146
KO:K03781	map04211
KO:K03781	map04212
KO:K03781	map05014
KO:K03782	map00360
KO:K03782	map00380
KO:K03782	map00940
KO:K03783	map00230
KO:K03783	map00240
KO:K03783	map00760
KO:K03784	map00230
KO:K03784	map00240
KO:K03784	map00760
KO:K03785	map00400
KO:K03785	map01230
KO:K03786	map00400
KO:K03786	map01230
KO:K03787	map00230
KO:K03787	map00240
KO:K03787	map00760
KO:K03788	map00627
KO:K03792	map00601
KO:K03794	map00860
KO:K03795	map00860
KO:K03800	map00785
KO:K03801	map00785
KO:K03809	map00130
KO:K03814	map00550
KO:K03815	map00230
KO:K03816	map00230
KO:K03821	map00650
KO:K03823	map00440
KO:K03831	map04122
KO:K03841	map00010
KO:K03841	map00030
KO:K03841	map00051
KO:K03841	map00680
KO:K03841	map00710
KO:K03841	map01200
KO:K03841	map04152
KO:K03841	map04910
KO:K03842	map00510
KO:K03842	map00513
KO:K03843	map00510
KO:K03843	map00513
KO:K03844	map00510
KO:K03844	map00513
KO:K03845	map00510
KO:K03845	map00513
KO:K03846	map00510
KO:K03846	map00513
KO:K03847	map00510
KO:K03847	map00513
KO:K03848	map00510
KO:K03849	map00510
KO:K03850	map00510
KO:K03851	map00430
KO:K03852	map00430
KO:K03853	map04141
KO:K03853	map04210
KO:K03853	map04510
KO:K03853	map05010
KO:K03856	map00400
KO:K03856	map01230
KO:K03857	map00563
KO:K03858	map00563
KO:K03859	map00563
KO:K03860	map00563
KO:K03861	map00563
KO:K03862	map00627
KO:K03863	map00627
KO:K03868	map03420
KO:K03868	map04066
KO:K03868	map04110
KO:K03868	map04111
KO:K03868	map04114
KO:K03868	map04120
KO:K03868	map04141
KO:K03868	map04310
KO:K03868	map04350
KO:K03868	map04710
KO:K03868	map05200
KO:K03868	map05211
KO:K03869	map04120
KO:K03870	map04066
KO:K03870	map04120
KO:K03870	map05200
KO:K03870	map05211
KO:K03871	map04066
KO:K03871	map04120
KO:K03871	map04212
KO:K03871	map05200
KO:K03871	map05211
KO:K03872	map04066
KO:K03872	map04120
KO:K03872	map05200
KO:K03872	map05211
KO:K03873	map04066
KO:K03873	map04120
KO:K03873	map05200
KO:K03873	map05211
KO:K03875	map04068
KO:K03875	map04110
KO:K03875	map04120
KO:K03875	map05168
KO:K03875	map05169
KO:K03875	map05200
KO:K03875	map05203
KO:K03875	map05222
KO:K03876	map04120
KO:K03877	map00601
KO:K03877	map00603
KO:K03878	map00190
KO:K03878	map05012
KO:K03879	map00190
KO:K03879	map05012
KO:K03880	map00190
KO:K03880	map05012
KO:K03881	map00190
KO:K03881	map05012
KO:K03882	map00190
KO:K03882	map05012
KO:K03883	map00190
KO:K03883	map05012
KO:K03884	map00190
KO:K03884	map05012
KO:K03885	map00190
KO:K03886	map00190
KO:K03887	map00190
KO:K03888	map00190
KO:K03889	map00190
KO:K03890	map00190
KO:K03891	map00190
KO:K03894	map00310
KO:K03895	map00310
KO:K03896	map00310
KO:K03897	map00310
KO:K03898	map04610
KO:K03899	map04610
KO:K03900	map04151
KO:K03900	map04510
KO:K03900	map04512
KO:K03900	map04610
KO:K03900	map04611
KO:K03901	map04610
KO:K03901	map04933
KO:K03902	map04610
KO:K03903	map04610
KO:K03903	map04611
KO:K03904	map04610
KO:K03904	map04611
KO:K03905	map04610
KO:K03905	map04611
KO:K03905	map05150
KO:K03906	map04610
KO:K03907	map04610
KO:K03907	map04933
KO:K03908	map04610
KO:K03909	map04610
KO:K03910	map04610
KO:K03911	map04610
KO:K03912	map04610
KO:K03913	map04610
KO:K03914	map04015
KO:K03914	map04020
KO:K03914	map04024
KO:K03914	map04072
KO:K03914	map04080
KO:K03914	map04144
KO:K03914	map04151
KO:K03914	map04610
KO:K03914	map04611
KO:K03914	map04810
KO:K03914	map05200
KO:K03915	map04020
KO:K03915	map04080
KO:K03915	map04610
KO:K03915	map04750
KO:K03915	map04810
KO:K03915	map05200
KO:K03916	map04020
KO:K03916	map04022
KO:K03916	map04071
KO:K03916	map04080
KO:K03916	map04610
KO:K03916	map04750
KO:K03916	map04810
KO:K03916	map04961
KO:K03916	map05142
KO:K03916	map05200
KO:K03917	map04610
KO:K03921	map00061
KO:K03921	map01040
KO:K03921	map01212
KO:K03922	map00061
KO:K03922	map01040
KO:K03922	map01212
KO:K03927	map00983
KO:K03934	map00190
KO:K03934	map04932
KO:K03934	map05010
KO:K03934	map05012
KO:K03934	map05016
KO:K03935	map00190
KO:K03935	map04932
KO:K03935	map05010
KO:K03935	map05012
KO:K03935	map05016
KO:K03936	map00190
KO:K03936	map04932
KO:K03936	map05010
KO:K03936	map05012
KO:K03936	map05016
KO:K03937	map00190
KO:K03937	map04932
KO:K03937	map05010
KO:K03937	map05012
KO:K03937	map05016
KO:K03938	map00190
KO:K03938	map04932
KO:K03938	map05010
KO:K03938	map05012
KO:K03938	map05016
KO:K03939	map00190
KO:K03939	map04932
KO:K03939	map05010
KO:K03939	map05012
KO:K03939	map05016
KO:K03940	map00190
KO:K03940	map04932
KO:K03940	map05010
KO:K03940	map05012
KO:K03940	map05016
KO:K03941	map00190
KO:K03941	map04932
KO:K03941	map05010
KO:K03941	map05012
KO:K03941	map05016
KO:K03942	map00190
KO:K03942	map04932
KO:K03942	map05010
KO:K03942	map05012
KO:K03942	map05016
KO:K03943	map00190
KO:K03943	map04932
KO:K03943	map05010
KO:K03943	map05012
KO:K03943	map05016
KO:K03944	map00190
KO:K03944	map04932
KO:K03944	map05010
KO:K03944	map05012
KO:K03944	map05016
KO:K03945	map00190
KO:K03945	map04932
KO:K03945	map05010
KO:K03945	map05012
KO:K03945	map05016
KO:K03946	map00190
KO:K03946	map04932
KO:K03946	map05010
KO:K03946	map05012
KO:K03946	map05016
KO:K03947	map00190
KO:K03947	map04932
KO:K03947	map05010
KO:K03947	map05012
KO:K03947	map05016
KO:K03948	map00190
KO:K03948	map04932
KO:K03948	map05010
KO:K03948	map05012
KO:K03948	map05016
KO:K03949	map00190
KO:K03949	map04932
KO:K03949	map05010
KO:K03949	map05012
KO:K03949	map05016
KO:K03950	map00190
KO:K03950	map04932
KO:K03950	map05010
KO:K03950	map05012
KO:K03950	map05016
KO:K03951	map00190
KO:K03951	map04932
KO:K03951	map05010
KO:K03951	map05012
KO:K03951	map05016
KO:K03952	map00190
KO:K03952	map04932
KO:K03952	map05010
KO:K03952	map05012
KO:K03952	map05016
KO:K03953	map00190
KO:K03953	map04932
KO:K03953	map05010
KO:K03953	map05012
KO:K03953	map05016
KO:K03954	map00190
KO:K03954	map04932
KO:K03954	map05010
KO:K03954	map05012
KO:K03954	map05016
KO:K03955	map00190
KO:K03955	map04932
KO:K03955	map05010
KO:K03955	map05012
KO:K03955	map05016
KO:K03956	map00190
KO:K03956	map04932
KO:K03956	map05010
KO:K03956	map05012
KO:K03956	map05016
KO:K03957	map00190
KO:K03957	map04932
KO:K03957	map05010
KO:K03957	map05012
KO:K03957	map05016
KO:K03958	map00190
KO:K03958	map04932
KO:K03958	map05010
KO:K03958	map05012
KO:K03958	map05016
KO:K03959	map00190
KO:K03959	map04932
KO:K03959	map05010
KO:K03959	map05012
KO:K03959	map05016
KO:K03960	map00190
KO:K03960	map04932
KO:K03960	map05010
KO:K03960	map05012
KO:K03960	map05016
KO:K03961	map00190
KO:K03961	map04932
KO:K03961	map05010
KO:K03961	map05012
KO:K03961	map05016
KO:K03962	map00190
KO:K03962	map04932
KO:K03962	map05010
KO:K03962	map05012
KO:K03962	map05016
KO:K03963	map00190
KO:K03963	map04932
KO:K03963	map05010
KO:K03963	map05012
KO:K03963	map05016
KO:K03964	map00190
KO:K03964	map04932
KO:K03964	map05010
KO:K03964	map05012
KO:K03964	map05016
KO:K03965	map00190
KO:K03965	map04932
KO:K03965	map05010
KO:K03965	map05012
KO:K03965	map05016
KO:K03966	map00190
KO:K03966	map04932
KO:K03966	map05010
KO:K03966	map05012
KO:K03966	map05016
KO:K03967	map00190
KO:K03967	map04932
KO:K03967	map05010
KO:K03967	map05012
KO:K03967	map05016
KO:K03968	map00190
KO:K03968	map04932
KO:K03968	map05010
KO:K03968	map05012
KO:K03968	map05016
KO:K03980	map00550
KO:K03982	map04066
KO:K03982	map04115
KO:K03982	map04390
KO:K03982	map04610
KO:K03982	map04933
KO:K03982	map05142
KO:K03983	map04610
KO:K03984	map04610
KO:K03985	map04610
KO:K03985	map05205
KO:K03986	map04610
KO:K03986	map05020
KO:K03986	map05133
KO:K03986	map05142
KO:K03986	map05150
KO:K03986	map05322
KO:K03987	map04610
KO:K03987	map05020
KO:K03987	map05133
KO:K03987	map05142
KO:K03987	map05150
KO:K03987	map05322
KO:K03988	map04610
KO:K03988	map05020
KO:K03988	map05133
KO:K03988	map05142
KO:K03988	map05150
KO:K03988	map05322
KO:K03989	map04610
KO:K03989	map05133
KO:K03989	map05150
KO:K03989	map05322
KO:K03990	map04145
KO:K03990	map04610
KO:K03990	map05133
KO:K03990	map05134
KO:K03990	map05140
KO:K03990	map05142
KO:K03990	map05150
KO:K03990	map05152
KO:K03990	map05168
KO:K03990	map05203
KO:K03990	map05322
KO:K03991	map04145
KO:K03991	map04610
KO:K03991	map05150
KO:K03992	map04610
KO:K03992	map05150
KO:K03993	map04610
KO:K03993	map05150
KO:K03994	map04610
KO:K03994	map05020
KO:K03994	map05133
KO:K03994	map05150
KO:K03994	map05168
KO:K03994	map05322
KO:K03995	map04610
KO:K03995	map05020
KO:K03995	map05322
KO:K03996	map04610
KO:K03996	map05020
KO:K03996	map05322
KO:K03997	map04610
KO:K03997	map05020
KO:K03997	map05146
KO:K03997	map05322
KO:K03998	map04610
KO:K03998	map05020
KO:K03998	map05146
KO:K03998	map05322
KO:K03999	map04610
KO:K03999	map05020
KO:K03999	map05146
KO:K03999	map05322
KO:K04000	map04610
KO:K04000	map05020
KO:K04000	map05146
KO:K04000	map05322
KO:K04001	map04610
KO:K04001	map05133
KO:K04002	map04610
KO:K04002	map05133
KO:K04003	map04610
KO:K04003	map05133
KO:K04004	map04610
KO:K04004	map05150
KO:K04005	map04610
KO:K04006	map04610
KO:K04006	map04640
KO:K04006	map05416
KO:K04007	map04610
KO:K04007	map05162
KO:K04008	map04610
KO:K04008	map04640
KO:K04009	map04080
KO:K04009	map04610
KO:K04009	map05150
KO:K04010	map04080
KO:K04010	map04610
KO:K04010	map05150
KO:K04011	map04610
KO:K04011	map04640
KO:K04011	map05134
KO:K04011	map05140
KO:K04011	map05144
KO:K04011	map05152
KO:K04012	map04610
KO:K04012	map04640
KO:K04012	map04662
KO:K04012	map05169
KO:K04019	map00564
KO:K04020	map00620
KO:K04021	map00620
KO:K04022	map00010
KO:K04032	map00860
KO:K04034	map00860
KO:K04035	map00860
KO:K04036	map00860
KO:K04037	map00860
KO:K04038	map00860
KO:K04039	map00860
KO:K04040	map00860
KO:K04041	map00010
KO:K04041	map00030
KO:K04041	map00051
KO:K04041	map00680
KO:K04041	map00710
KO:K04041	map01200
KO:K04042	map00520
KO:K04043	map03018
KO:K04043	map04212
KO:K04043	map05152
KO:K04056	map03070
KO:K04057	map03070
KO:K04058	map03070
KO:K04059	map03070
KO:K04066	map03440
KO:K04067	map03440
KO:K04071	map00790
KO:K04072	map00010
KO:K04072	map00071
KO:K04072	map00350
KO:K04072	map00620
KO:K04072	map00625
KO:K04072	map00626
KO:K04072	map00650
KO:K04072	map01220
KO:K04073	map00360
KO:K04073	map00362
KO:K04073	map00620
KO:K04073	map00621
KO:K04073	map00622
KO:K04073	map00650
KO:K04073	map01220
KO:K04077	map03018
KO:K04077	map04212
KO:K04077	map04940
KO:K04077	map05134
KO:K04077	map05152
KO:K04079	map04141
KO:K04079	map04151
KO:K04079	map04612
KO:K04079	map04621
KO:K04079	map04626
KO:K04079	map04914
KO:K04079	map04915
KO:K04079	map05200
KO:K04079	map05215
KO:K04085	map04122
KO:K04091	map00920
KO:K04092	map00400
KO:K04092	map01230
KO:K04093	map00400
KO:K04093	map01230
KO:K04097	map00480
KO:K04097	map00590
KO:K04097	map00980
KO:K04097	map00982
KO:K04097	map05204
KO:K04098	map00361
KO:K04098	map00362
KO:K04099	map00627
KO:K04100	map00362
KO:K04100	map00624
KO:K04100	map00627
KO:K04101	map00362
KO:K04101	map00624
KO:K04101	map00627
KO:K04102	map00624
KO:K04103	map00380
KO:K04105	map00362
KO:K04105	map00627
KO:K04105	map01220
KO:K04107	map00362
KO:K04107	map00627
KO:K04107	map01220
KO:K04108	map00362
KO:K04108	map00627
KO:K04108	map01220
KO:K04109	map00362
KO:K04109	map00627
KO:K04109	map01220
KO:K04110	map00362
KO:K04110	map00627
KO:K04112	map00362
KO:K04112	map01220
KO:K04113	map00362
KO:K04113	map01220
KO:K04114	map00362
KO:K04114	map01220
KO:K04115	map00362
KO:K04115	map01220
KO:K04116	map00362
KO:K04117	map00362
KO:K04118	map00362
KO:K04119	map00140
KO:K04119	map00590
KO:K04119	map04913
KO:K04120	map00904
KO:K04121	map00904
KO:K04122	map00904
KO:K04123	map00904
KO:K04124	map00904
KO:K04125	map00904
KO:K04126	map00311
KO:K04127	map00311
KO:K04128	map00311
KO:K04129	map04020
KO:K04129	map04024
