KO_id	modules
KO:K07536	M00540
KO:K07537	M00541
KO:K07538	M00541
KO:K07539	M00541
KO:K07540	M00418
KO:K07542	M00065
KO:K07543	M00418
KO:K07544	M00418
KO:K07545	M00418
KO:K07546	M00418
KO:K07547	M00418
KO:K07548	M00418
KO:K07549	M00418
KO:K07550	M00418
KO:K07553	M00066
KO:K07573	M00390
KO:K07573	M00391
KO:K07587	M00360
KO:K07590	M00178
KO:K07636	M00434
KO:K07637	M00444
KO:K07637	M00709
KO:K07637	M00721
KO:K07637	M00723
KO:K07637	M00724
KO:K07637	M00744
KO:K07638	M00445
KO:K07638	M00742
KO:K07638	M00743
KO:K07639	M00446
KO:K07640	M00447
KO:K07640	M00727
KO:K07640	M00728
KO:K07641	M00449
KO:K07642	M00450
KO:K07642	M00645
KO:K07642	M00646
KO:K07642	M00648
KO:K07643	M00451
KO:K07643	M00721
KO:K07643	M00722
KO:K07644	M00452
KO:K07644	M00745
KO:K07645	M00453
KO:K07646	M00454
KO:K07647	M00455
KO:K07648	M00456
KO:K07649	M00457
KO:K07650	M00448
KO:K07651	M00458
KO:K07652	M00459
KO:K07653	M00460
KO:K07654	M00461
KO:K07655	M00462
KO:K07656	M00463
KO:K07657	M00434
KO:K07658	M00434
KO:K07659	M00445
KO:K07659	M00742
KO:K07659	M00743
KO:K07660	M00444
KO:K07660	M00709
KO:K07660	M00721
KO:K07660	M00723
KO:K07660	M00724
KO:K07660	M00744
KO:K07661	M00446
KO:K07662	M00447
KO:K07662	M00727
KO:K07662	M00728
KO:K07663	M00449
KO:K07664	M00450
KO:K07664	M00645
KO:K07664	M00646
KO:K07664	M00648
KO:K07665	M00452
KO:K07665	M00745
KO:K07666	M00453
KO:K07667	M00454
KO:K07668	M00459
KO:K07669	M00460
KO:K07670	M00461
KO:K07671	M00462
KO:K07672	M00463
KO:K07673	M00471
KO:K07674	M00472
KO:K07675	M00473
KO:K07676	M00474
KO:K07677	M00474
KO:K07678	M00475
KO:K07679	M00477
KO:K07680	M00476
KO:K07681	M00480
KO:K07682	M00482
KO:K07683	M00483
KO:K07684	M00471
KO:K07685	M00472
KO:K07686	M00473
KO:K07687	M00474
KO:K07689	M00475
KO:K07690	M00477
KO:K07690	M00697
KO:K07691	M00476
KO:K07692	M00478
KO:K07693	M00479
KO:K07694	M00480
KO:K07695	M00482
KO:K07696	M00483
KO:K07697	M00485
KO:K07698	M00485
KO:K07699	M00485
KO:K07700	M00486
KO:K07701	M00488
KO:K07702	M00486
KO:K07703	M00488
KO:K07704	M00492
KO:K07705	M00492
KO:K07706	M00495
KO:K07707	M00495
KO:K07708	M00497
KO:K07709	M00499
KO:K07710	M00500
KO:K07711	M00502
KO:K07712	M00497
KO:K07713	M00499
KO:K07714	M00500
KO:K07715	M00502
KO:K07716	M00511
KO:K07717	M00518
KO:K07718	M00519
KO:K07719	M00518
KO:K07720	M00519
KO:K07748	M00101
KO:K07750	M00101
KO:K07760	M00693
KO:K07768	M00443
KO:K07769	M00466
KO:K07770	M00448
KO:K07771	M00451
KO:K07771	M00721
KO:K07771	M00722
KO:K07772	M00455
KO:K07773	M00456
KO:K07774	M00457
KO:K07775	M00458
KO:K07776	M00443
KO:K07777	M00478
KO:K07778	M00479
KO:K07788	M00648
KO:K07789	M00648
KO:K07799	M00648
KO:K07806	M00721
KO:K07806	M00761
KO:K07819	M00070
KO:K07820	M00070
KO:K07953	M00404
KO:K07964	M00078
KO:K07965	M00078
KO:K07966	M00071
KO:K07966	M00075
KO:K07967	M00071
KO:K07967	M00075
KO:K07968	M00071
KO:K07968	M00075
KO:K07969	M00071
KO:K08041	M00695
KO:K08042	M00695
KO:K08043	M00695
KO:K08044	M00695
KO:K08045	M00695
KO:K08046	M00695
KO:K08047	M00695
KO:K08048	M00695
KO:K08049	M00695
KO:K08074	M00001
KO:K08082	M00493
KO:K08083	M00493
KO:K08093	M00345
KO:K08093	M00580
KO:K08094	M00345
KO:K08094	M00580
KO:K08097	M00358
KO:K08151	M00668
KO:K08153	M00717
KO:K08167	M00713
KO:K08167	M00714
KO:K08168	M00704
KO:K08170	M00702
KO:K08218	M00628
KO:K08289	M00048
KO:K08300	M00394
KO:K08323	M00061
KO:K08475	M00503
KO:K08476	M00503
KO:K08477	M00744
KO:K08479	M00467
KO:K08591	M00089
KO:K08641	M00651
KO:K08678	M00361
KO:K08680	M00116
KO:K08689	M00543
KO:K08690	M00543
KO:K08691	M00346
KO:K08691	M00373
KO:K08691	M00376
KO:K08692	M00346
KO:K08721	M00639
KO:K08734	M00295
KO:K08735	M00295
KO:K08737	M00295
KO:K08738	M00595
KO:K08748	M00104
KO:K08748	M00106
KO:K08764	M00104
KO:K08791	M00683
KO:K08845	M00687
KO:K08928	M00597
KO:K08929	M00597
KO:K08940	M00598
KO:K08941	M00598
KO:K08942	M00598
KO:K08943	M00598
KO:K08963	M00034
KO:K08964	M00034
KO:K08965	M00034
KO:K08966	M00034
KO:K08967	M00034
KO:K08969	M00034
KO:K09007	M00126
KO:K09011	M00535
KO:K09249	M00692
KO:K09255	M00686
KO:K09259	M00686
KO:K09291	M00427
KO:K09389	M00692
KO:K09408	M00676
KO:K09448	M00683
KO:K09458	M00083
KO:K09458	M00572
KO:K09470	M00136
KO:K09471	M00136
KO:K09472	M00136
KO:K09473	M00136
KO:K09476	M00746
KO:K09479	M00087
KO:K09481	M00401
KO:K09564	M00355
KO:K09567	M00354
KO:K09587	M00371
KO:K09588	M00371
KO:K09590	M00371
KO:K09591	M00371
KO:K09653	M00056
KO:K09661	M00075
KO:K09662	M00056
KO:K09663	M00056
KO:K09680	M00120
KO:K09688	M00249
KO:K09689	M00249
KO:K09690	M00250
KO:K09691	M00250
KO:K09692	M00251
KO:K09693	M00251
KO:K09694	M00252
KO:K09695	M00252
KO:K09696	M00253
KO:K09697	M00253
KO:K09698	M00360
KO:K09699	M00036
KO:K09709	M00376
KO:K09753	M00039
KO:K09754	M00039
KO:K09755	M00039
KO:K09759	M00360
KO:K09789	M00572
KO:K09808	M00255
KO:K09810	M00255
KO:K09811	M00256
KO:K09812	M00256
KO:K09813	M00257
KO:K09814	M00257
KO:K09815	M00242
KO:K09816	M00242
KO:K09817	M00242
KO:K09818	M00243
KO:K09819	M00243
KO:K09820	M00243
KO:K09827	M00101
KO:K09828	M00101
KO:K09829	M00102
KO:K09831	M00102
KO:K09833	M00112
KO:K09834	M00112
KO:K09835	M00097
KO:K09838	M00372
KO:K09840	M00372
KO:K09841	M00372
KO:K09842	M00372
KO:K09880	M00034
KO:K09969	M00232
KO:K09970	M00232
KO:K09971	M00232
KO:K09972	M00232
KO:K09996	M00229
KO:K09997	M00229
KO:K09998	M00229
KO:K09999	M00229
KO:K10000	M00229
KO:K10001	M00230
KO:K10002	M00230
KO:K10003	M00230
KO:K10004	M00230
KO:K10005	M00233
KO:K10006	M00233
KO:K10007	M00233
KO:K10008	M00233
KO:K10009	M00234
KO:K10010	M00234
KO:K10011	M00721
KO:K10011	M00761
KO:K10012	M00721
KO:K10012	M00761
KO:K10013	M00225
KO:K10014	M00226
KO:K10015	M00225
KO:K10015	M00226
KO:K10016	M00225
KO:K10016	M00226
KO:K10017	M00225
KO:K10017	M00226
KO:K10018	M00231
KO:K10019	M00231
KO:K10020	M00231
KO:K10021	M00231
KO:K10022	M00235
KO:K10023	M00235
KO:K10024	M00235
KO:K10025	M00235
KO:K10036	M00227
KO:K10037	M00227
KO:K10038	M00227
KO:K10039	M00228
KO:K10040	M00228
KO:K10041	M00228
KO:K10046	M00114
KO:K10047	M00114
KO:K10047	M00131
KO:K10088	M00403
KO:K10094	M00246
KO:K10099	M00382
KO:K10100	M00382
KO:K10107	M00249
KO:K10108	M00194
KO:K10109	M00194
KO:K10110	M00194
KO:K10111	M00194
KO:K10111	M00200
KO:K10111	M00204
KO:K10111	M00207
KO:K10111	M00491
KO:K10112	M00194
KO:K10112	M00196
KO:K10112	M00197
KO:K10112	M00200
KO:K10112	M00201
KO:K10112	M00206
KO:K10112	M00207
KO:K10112	M00491
KO:K10112	M00602
KO:K10112	M00605
KO:K10112	M00606
KO:K10117	M00196
KO:K10118	M00196
KO:K10119	M00196
KO:K10120	M00197
KO:K10121	M00197
KO:K10122	M00197
KO:K10125	M00504
KO:K10126	M00504
KO:K10140	M00385
KO:K10150	M00035
KO:K10150	M00338
KO:K10151	M00692
KO:K10152	M00692
KO:K10158	M00057
KO:K10159	M00686
KO:K10160	M00686
KO:K10188	M00199
KO:K10189	M00199
KO:K10190	M00199
KO:K10191	M00199
KO:K10192	M00202
KO:K10193	M00202
KO:K10194	M00202
KO:K10195	M00202
KO:K10196	M00203
KO:K10197	M00203
KO:K10198	M00203
KO:K10199	M00203
KO:K10200	M00205
KO:K10201	M00205
KO:K10202	M00205
KO:K10203	M00415
KO:K10205	M00415
KO:K10206	M00527
KO:K10214	M00104
KO:K10216	M00569
KO:K10217	M00038
KO:K10217	M00569
KO:K10219	M00533
KO:K10222	M00543
KO:K10227	M00200
KO:K10228	M00200
KO:K10229	M00200
KO:K10232	M00201
KO:K10233	M00201
KO:K10234	M00201
KO:K10235	M00201
KO:K10236	M00204
KO:K10237	M00204
KO:K10238	M00204
KO:K10240	M00206
KO:K10241	M00206
KO:K10242	M00206
KO:K10244	M00415
KO:K10245	M00415
KO:K10246	M00415
KO:K10247	M00415
KO:K10248	M00415
KO:K10249	M00415
KO:K10250	M00415
KO:K10251	M00415
KO:K10258	M00415
KO:K10259	M00379
KO:K10260	M00387
KO:K10439	M00212
KO:K10440	M00212
KO:K10441	M00212
KO:K10523	M00384
KO:K10525	M00113
KO:K10526	M00113
KO:K10527	M00087
KO:K10527	M00113
KO:K10532	M00078
KO:K10534	M00531
KO:K10535	M00528
KO:K10537	M00213
KO:K10538	M00213
KO:K10539	M00213
KO:K10540	M00214
KO:K10541	M00214
KO:K10542	M00214
KO:K10543	M00215
KO:K10544	M00215
KO:K10545	M00215
KO:K10546	M00216
KO:K10547	M00216
KO:K10548	M00216
KO:K10549	M00217
KO:K10550	M00217
KO:K10551	M00217
KO:K10552	M00218
KO:K10553	M00218
KO:K10554	M00218
KO:K10555	M00219
KO:K10556	M00219
KO:K10557	M00219
KO:K10558	M00219
KO:K10559	M00220
KO:K10560	M00220
KO:K10561	M00220
KO:K10562	M00220
KO:K10570	M00386
KO:K10572	M00132
KO:K10577	M00427
KO:K10599	M00353
KO:K10599	M00355
KO:K10601	M00403
KO:K10605	M00295
KO:K10606	M00413
KO:K10609	M00385
KO:K10609	M00386
KO:K10610	M00385
KO:K10610	M00386
KO:K10611	M00388
KO:K10612	M00388
KO:K10616	M00419
KO:K10617	M00419
KO:K10618	M00419
KO:K10619	M00539
KO:K10620	M00539
KO:K10621	M00539
KO:K10622	M00539
KO:K10623	M00539
KO:K10673	M00766
KO:K10681	M00468
KO:K10682	M00468
KO:K10697	M00467
KO:K10703	M00415
KO:K10715	M00517
KO:K10732	M00286
KO:K10733	M00286
KO:K10734	M00286
KO:K10735	M00286
KO:K10739	M00288
KO:K10740	M00288
KO:K10741	M00288
KO:K10754	M00289
KO:K10754	M00295
KO:K10755	M00289
KO:K10755	M00295
KO:K10756	M00289
KO:K10756	M00295
KO:K10771	M00296
KO:K10772	M00296
KO:K10775	M00039
KO:K10775	M00137
KO:K10775	M00350
KO:K10776	M00296
KO:K10780	M00083
KO:K10798	M00296
KO:K10803	M00296
KO:K10807	M00053
KO:K10808	M00053
KO:K10817	M00774
KO:K10823	M00439
KO:K10824	M00440
KO:K10831	M00435
KO:K10842	M00290
KO:K10843	M00290
KO:K10844	M00290
KO:K10845	M00290
KO:K10852	M00672
KO:K10858	M00295
KO:K10865	M00291
KO:K10865	M00292
KO:K10865	M00295
KO:K10866	M00291
KO:K10866	M00292
KO:K10866	M00295
KO:K10867	M00291
KO:K10867	M00295
KO:K10868	M00292
KO:K10881	M00341
KO:K10884	M00297
KO:K10885	M00297
KO:K10888	M00413
KO:K10889	M00413
KO:K10890	M00413
KO:K10892	M00413
KO:K10893	M00413
KO:K10894	M00413
KO:K10896	M00413
KO:K10898	M00413
KO:K10901	M00295
KO:K10901	M00414
KO:K10909	M00513
KO:K10911	M00513
KO:K10912	M00513
KO:K10916	M00513
KO:K10942	M00515
KO:K10943	M00515
KO:K10944	M00174
KO:K10944	M00528
KO:K10945	M00174
KO:K10945	M00528
KO:K10946	M00174
KO:K10946	M00528
KO:K10956	M00401
KO:K10977	M00608
KO:K10978	M00608
KO:K10981	M00296
KO:K10984	M00287
KO:K10985	M00287
KO:K10986	M00287
KO:K10990	M00414
KO:K10993	M00413
KO:K11003	M00325
KO:K11003	M00575
KO:K11004	M00325
KO:K11004	M00575
KO:K11006	M00363
KO:K11007	M00363
KO:K11023	M00574
KO:K11024	M00574
KO:K11025	M00574
KO:K11026	M00574
KO:K11027	M00574
KO:K11029	M00575
KO:K11050	M00298
KO:K11051	M00298
KO:K11067	M00028
KO:K11069	M00299
KO:K11070	M00299
KO:K11071	M00299
KO:K11072	M00299
KO:K11073	M00300
KO:K11074	M00300
KO:K11075	M00300
KO:K11076	M00300
KO:K11077	M00301
KO:K11078	M00301
KO:K11079	M00301
KO:K11080	M00301
KO:K11081	M00302
KO:K11082	M00302
KO:K11083	M00302
KO:K11084	M00302
KO:K11086	M00351
KO:K11086	M00352
KO:K11086	M00354
KO:K11086	M00355
KO:K11086	M00398
KO:K11087	M00351
KO:K11087	M00352
KO:K11087	M00354
KO:K11087	M00355
KO:K11087	M00398
KO:K11088	M00351
KO:K11088	M00352
KO:K11088	M00354
KO:K11088	M00355
KO:K11088	M00398
KO:K11091	M00351
KO:K11092	M00352
KO:K11093	M00351
KO:K11094	M00352
KO:K11095	M00351
KO:K11096	M00351
KO:K11096	M00352
KO:K11096	M00354
KO:K11096	M00355
KO:K11096	M00398
KO:K11097	M00351
KO:K11097	M00352
KO:K11097	M00354
KO:K11097	M00355
KO:K11097	M00398
KO:K11098	M00351
KO:K11098	M00352
KO:K11098	M00354
KO:K11098	M00355
KO:K11098	M00398
KO:K11099	M00351
KO:K11099	M00352
KO:K11099	M00354
KO:K11099	M00355
KO:K11099	M00398
KO:K11109	M00424
KO:K11110	M00424
KO:K11111	M00424
KO:K11112	M00424
KO:K11113	M00424
KO:K11114	M00424
KO:K11128	M00425
KO:K11129	M00425
KO:K11130	M00425
KO:K11131	M00425
KO:K11155	M00089
KO:K11160	M00089
KO:K11175	M00048
KO:K11176	M00048
KO:K11177	M00546
KO:K11178	M00546
KO:K11180	M00596
KO:K11181	M00596
KO:K11191	M00303
KO:K11192	M00303
KO:K11194	M00304
KO:K11195	M00304
KO:K11196	M00304
KO:K11198	M00305
KO:K11199	M00305
KO:K11200	M00305
KO:K11201	M00306
KO:K11202	M00306
KO:K11203	M00306
KO:K11204	M00118
KO:K11205	M00118
KO:K11212	M00378
KO:K11217	M00684
KO:K11218	M00684
KO:K11219	M00684
KO:K11220	M00684
KO:K11221	M00684
KO:K11222	M00684
KO:K11223	M00684
KO:K11224	M00684
KO:K11225	M00684
KO:K11231	M00516
KO:K11232	M00516
KO:K11233	M00516
KO:K11258	M00019
KO:K11258	M00570
KO:K11260	M00567
KO:K11261	M00567
KO:K11262	M00082
KO:K11263	M00082
KO:K11263	M00741
KO:K11311	M00637
KO:K11328	M00464
KO:K11329	M00467
KO:K11330	M00464
KO:K11332	M00466
KO:K11351	M00147
KO:K11352	M00146
KO:K11353	M00146
KO:K11354	M00510
KO:K11355	M00510
KO:K11357	M00511
KO:K11381	M00036
KO:K11383	M00505
KO:K11384	M00505
KO:K11389	M00001
KO:K11389	M00002
KO:K11395	M00309
KO:K11395	M00633
KO:K11440	M00555
KO:K11443	M00511
KO:K11444	M00509
KO:K11517	M00532
KO:K11519	M00403
KO:K11520	M00465
KO:K11521	M00465
KO:K11522	M00508
KO:K11523	M00508
KO:K11526	M00508
KO:K11528	M00362
KO:K11529	M00346
KO:K11532	M00003
KO:K11532	M00165
KO:K11532	M00167
KO:K11533	M00082
KO:K11533	M00083
KO:K11540	M00051
KO:K11541	M00051
KO:K11600	M00390
KO:K11600	M00391
KO:K11601	M00316
KO:K11602	M00316
KO:K11603	M00316
KO:K11604	M00317
KO:K11605	M00317
KO:K11606	M00317
KO:K11607	M00317
KO:K11614	M00490
KO:K11615	M00490
KO:K11617	M00481
KO:K11617	M00754
KO:K11618	M00481
KO:K11618	M00754
KO:K11619	M00754
KO:K11620	M00754
KO:K11623	M00484
KO:K11624	M00484
KO:K11627	M00360
KO:K11629	M00469
KO:K11629	M00738
KO:K11630	M00469
KO:K11630	M00738
KO:K11631	M00314
KO:K11631	M00737
KO:K11631	M00738
KO:K11632	M00314
KO:K11632	M00737
KO:K11632	M00738
KO:K11633	M00470
KO:K11634	M00470
KO:K11635	M00315
KO:K11636	M00315
KO:K11637	M00487
KO:K11638	M00487
KO:K11640	M00494
KO:K11641	M00494
KO:K11645	M00001
KO:K11645	M00003
KO:K11691	M00489
KO:K11692	M00489
KO:K11704	M00318
KO:K11705	M00318
KO:K11706	M00318
KO:K11707	M00319
KO:K11708	M00319
KO:K11709	M00319
KO:K11710	M00319
KO:K11720	M00320
KO:K11742	M00711
KO:K11743	M00711
KO:K11752	M00125
KO:K11753	M00125
KO:K11754	M00126
KO:K11755	M00026
KO:K11780	M00378
KO:K11781	M00378
KO:K11787	M00048
KO:K11788	M00048
KO:K11808	M00048
KO:K11812	M00370
KO:K11813	M00370
KO:K11814	M00710
KO:K11815	M00710
KO:K11818	M00370
KO:K11819	M00370
KO:K11820	M00370
KO:K11821	M00370
KO:K11891	M00334
KO:K11892	M00334
KO:K11893	M00334
KO:K11895	M00334
KO:K11896	M00334
KO:K11897	M00334
KO:K11900	M00334
KO:K11901	M00334
KO:K11902	M00334
KO:K11903	M00334
KO:K11904	M00334
KO:K11905	M00334
KO:K11906	M00334
KO:K11907	M00334
KO:K11910	M00334
KO:K11911	M00334
KO:K11919	M00334
KO:K11942	M00741
KO:K11950	M00321
KO:K11951	M00321
KO:K11952	M00321
KO:K11953	M00321
KO:K11954	M00322
KO:K11955	M00322
KO:K11956	M00322
KO:K11957	M00322
KO:K11958	M00322
KO:K11959	M00323
KO:K11960	M00323
KO:K11961	M00323
KO:K11962	M00323
KO:K11963	M00323
KO:K11984	M00354
KO:K11988	M00678
KO:K11989	M00678
KO:K11990	M00678
KO:K11992	M00104
KO:K12073	M00116
KO:K12086	M00564
KO:K12087	M00564
KO:K12088	M00564
KO:K12089	M00564
KO:K12090	M00564
KO:K12091	M00564
KO:K12092	M00564
KO:K12093	M00564
KO:K12094	M00564
KO:K12095	M00564
KO:K12096	M00564
KO:K12097	M00564
KO:K12098	M00564
KO:K12099	M00564
KO:K12100	M00564
KO:K12101	M00564
KO:K12102	M00564
KO:K12103	M00564
KO:K12104	M00564
KO:K12105	M00564
KO:K12106	M00564
KO:K12107	M00564
KO:K12108	M00564
KO:K12109	M00564
KO:K12110	M00564
KO:K12160	M00427
KO:K12172	M00427
KO:K12182	M00408
KO:K12183	M00409
KO:K12184	M00409
KO:K12185	M00409
KO:K12186	M00409
KO:K12188	M00410
KO:K12189	M00410
KO:K12190	M00410
KO:K12191	M00412
KO:K12192	M00412
KO:K12193	M00412
KO:K12194	M00412
KO:K12195	M00412
KO:K12196	M00412
KO:K12197	M00412
KO:K12198	M00412
KO:K12234	M00378
KO:K12257	M00335
KO:K12294	M00496
KO:K12295	M00496
KO:K12298	M00098
KO:K12309	M00079
KO:K12318	M00694
KO:K12319	M00694
KO:K12323	M00694
KO:K12324	M00694
KO:K12339	M00021
KO:K12340	M00325
KO:K12340	M00326
KO:K12340	M00339
KO:K12340	M00571
KO:K12340	M00575
KO:K12340	M00646
KO:K12340	M00647
KO:K12340	M00696
KO:K12340	M00697
KO:K12340	M00709
KO:K12340	M00720
KO:K12348	M00099
KO:K12349	M00099
KO:K12368	M00324
KO:K12369	M00324
KO:K12370	M00324
KO:K12371	M00324
KO:K12372	M00324
KO:K12373	M00079
KO:K12405	M00104
KO:K12406	M00001
KO:K12406	M00002
KO:K12406	M00049
KO:K12406	M00050
KO:K12407	M00001
KO:K12407	M00549
KO:K12408	M00104
KO:K12413	M00692
KO:K12420	M00778
KO:K12447	M00014
KO:K12456	M00389
KO:K12502	M00112
KO:K12506	M00096
KO:K12524	M00016
KO:K12524	M00017
KO:K12524	M00018
KO:K12524	M00526
KO:K12524	M00527
KO:K12525	M00016
KO:K12525	M00017
KO:K12525	M00018
KO:K12525	M00526
KO:K12525	M00527
KO:K12526	M00016
KO:K12526	M00017
KO:K12526	M00018
KO:K12526	M00526
KO:K12526	M00527
KO:K12530	M00326
KO:K12531	M00326
KO:K12532	M00326
KO:K12533	M00327
KO:K12534	M00327
KO:K12535	M00327
KO:K12536	M00328
KO:K12537	M00328
KO:K12538	M00328
KO:K12539	M00329
KO:K12540	M00329
KO:K12541	M00330
KO:K12542	M00330
KO:K12543	M00330
KO:K12585	M00391
KO:K12586	M00391
KO:K12587	M00391
KO:K12589	M00390
KO:K12589	M00391
KO:K12590	M00391
KO:K12596	M00393
KO:K12597	M00393
KO:K12598	M00393
KO:K12599	M00392
KO:K12600	M00392
KO:K12601	M00392
KO:K12602	M00392
KO:K12610	M00395
KO:K12611	M00395
KO:K12612	M00395
KO:K12613	M00395
KO:K12614	M00395
KO:K12615	M00395
KO:K12617	M00395
KO:K12620	M00397
KO:K12621	M00354
KO:K12621	M00396
KO:K12621	M00397
KO:K12622	M00354
KO:K12622	M00396
KO:K12622	M00397
KO:K12623	M00354
KO:K12623	M00396
KO:K12623	M00397
KO:K12624	M00354
KO:K12624	M00396
KO:K12624	M00397
KO:K12625	M00354
KO:K12625	M00396
KO:K12625	M00397
KO:K12626	M00354
KO:K12626	M00396
KO:K12626	M00397
KO:K12627	M00354
KO:K12627	M00396
KO:K12637	M00371
KO:K12638	M00371
KO:K12639	M00371
KO:K12640	M00371
KO:K12657	M00015
KO:K12659	M00028
KO:K12662	M00354
KO:K12666	M00072
KO:K12667	M00072
KO:K12668	M00072
KO:K12669	M00072
KO:K12670	M00072
KO:K12673	M00674
KO:K12674	M00674
KO:K12675	M00674
KO:K12676	M00674
KO:K12691	M00072
KO:K12733	M00355
KO:K12743	M00672
KO:K12743	M00673
KO:K12744	M00673
KO:K12745	M00673
KO:K12760	M00692
KO:K12784	M00542
KO:K12785	M00542
KO:K12786	M00542
KO:K12787	M00542
KO:K12788	M00542
KO:K12812	M00406
KO:K12812	M00430
KO:K12816	M00355
KO:K12825	M00352
KO:K12826	M00352
KO:K12827	M00352
KO:K12828	M00352
KO:K12829	M00352
KO:K12830	M00352
KO:K12831	M00352
KO:K12832	M00352
KO:K12833	M00352
KO:K12834	M00352
KO:K12835	M00352
KO:K12843	M00354
KO:K12844	M00354
KO:K12845	M00354
KO:K12846	M00354
KO:K12847	M00354
KO:K12852	M00354
KO:K12852	M00355
KO:K12853	M00354
KO:K12854	M00354
KO:K12854	M00355
KO:K12855	M00354
KO:K12856	M00354
KO:K12856	M00355
KO:K12857	M00354
KO:K12857	M00355
KO:K12858	M00354
KO:K12859	M00354
KO:K12860	M00353
KO:K12860	M00355
KO:K12861	M00353
KO:K12861	M00355
KO:K12862	M00353
KO:K12862	M00355
KO:K12863	M00353
KO:K12863	M00355
KO:K12864	M00353
KO:K12865	M00353
KO:K12866	M00353
KO:K12867	M00355
KO:K12868	M00355
KO:K12869	M00355
KO:K12870	M00355
KO:K12871	M00355
KO:K12872	M00355
KO:K12873	M00355
KO:K12874	M00355
KO:K12875	M00430
KO:K12876	M00430
KO:K12877	M00430
KO:K12878	M00405
KO:K12878	M00406
KO:K12879	M00405
KO:K12879	M00406
KO:K12880	M00406
KO:K12881	M00406
KO:K12881	M00430
KO:K12882	M00399
KO:K12883	M00399
KO:K12962	M00721
KO:K12963	M00721
KO:K12973	M00724
KO:K12975	M00723
KO:K13014	M00721
KO:K13014	M00761
KO:K13025	M00430
KO:K13027	M00369
KO:K13029	M00369
KO:K13030	M00369
KO:K13034	M00021
KO:K13038	M00120
KO:K13039	M00358
KO:K13040	M00514
KO:K13041	M00514
KO:K13064	M00039
KO:K13064	M00350
KO:K13065	M00039
KO:K13066	M00039
KO:K13082	M00138
KO:K13099	M00354
KO:K13114	M00430
KO:K13117	M00355
KO:K13123	M00355
KO:K13129	M00426
KO:K13130	M00426
KO:K13131	M00426
KO:K13132	M00426
KO:K13133	M00426
KO:K13134	M00426
KO:K13135	M00426
KO:K13136	M00426
KO:K13137	M00426
KO:K13171	M00430
KO:K13174	M00405
KO:K13174	M00406
KO:K13175	M00405
KO:K13175	M00406
KO:K13176	M00405
KO:K13176	M00406
KO:K13247	M00014
KO:K13249	M00402
KO:K13250	M00402
KO:K13251	M00402
KO:K13273	M00095
KO:K13301	M00335
KO:K13320	M00775
KO:K13373	M00101
KO:K13375	M00680
KO:K13376	M00680
KO:K13377	M00680
KO:K13378	M00144
KO:K13380	M00144
KO:K13402	M00141
KO:K13403	M00141
KO:K13408	M00339
KO:K13409	M00339
KO:K13421	M00051
KO:K13479	M00546
KO:K13480	M00546
KO:K13481	M00546
KO:K13482	M00546
KO:K13483	M00546
KO:K13484	M00546
KO:K13485	M00546
KO:K13490	M00509
KO:K13491	M00509
KO:K13497	M00023
KO:K13498	M00023
KO:K13499	M00058
KO:K13501	M00023
KO:K13503	M00023
KO:K13506	M00089
KO:K13507	M00089
KO:K13508	M00089
KO:K13509	M00089
KO:K13513	M00089
KO:K13517	M00089
KO:K13519	M00089
KO:K13523	M00089
KO:K13524	M00027
KO:K13525	M00400
KO:K13525	M00403
KO:K13527	M00342
KO:K13532	M00485
KO:K13533	M00485
KO:K13534	M00098
KO:K13542	M00121
KO:K13543	M00121
KO:K13567	M00681
KO:K13571	M00342
KO:K13578	M00679
KO:K13584	M00512
KO:K13587	M00512
KO:K13589	M00512
KO:K13591	M00511
KO:K13596	M00679
KO:K13596	M00681
KO:K13597	M00679
KO:K13598	M00498
KO:K13599	M00498
KO:K13631	M00647
KO:K13632	M00647
KO:K13632	M00746
KO:K13644	M00090
KO:K13644	M00092
KO:K13711	M00130
KO:K13712	M00130
KO:K13713	M00048
KO:K13728	M00293
KO:K13748	M00075
KO:K13766	M00036
KO:K13767	M00087
KO:K13787	M00364
KO:K13787	M00365
KO:K13788	M00357
KO:K13788	M00579
KO:K13789	M00364
KO:K13789	M00366
KO:K13797	M00183
KO:K13798	M00184
KO:K13799	M00052
KO:K13799	M00119
KO:K13800	M00052
KO:K13809	M00052
KO:K13810	M00001
KO:K13810	M00004
KO:K13810	M00007
KO:K13810	M00114
KO:K13811	M00176
KO:K13812	M00345
KO:K13812	M00580
KO:K13815	M00517
KO:K13829	M00022
KO:K13830	M00022
KO:K13831	M00345
KO:K13831	M00580
KO:K13832	M00022
KO:K13853	M00022
KO:K13853	M00024
KO:K13853	M00025
KO:K13888	M00709
KO:K13889	M00348
KO:K13890	M00348
KO:K13891	M00348
KO:K13892	M00348
KO:K13893	M00349
KO:K13894	M00349
KO:K13895	M00349
KO:K13896	M00349
KO:K13924	M00506
KO:K13937	M00004
KO:K13937	M00006
KO:K13938	M00126
KO:K13939	M00126
KO:K13940	M00126
KO:K13941	M00126
KO:K13942	M00567
KO:K13989	M00403
KO:K13995	M00622
KO:K13998	M00053
KO:K13998	M00126
KO:K14004	M00404
KO:K14004	M00427
KO:K14005	M00404
KO:K14006	M00404
KO:K14007	M00404
KO:K14008	M00403
KO:K14015	M00400
KO:K14015	M00403
KO:K14016	M00400
KO:K14016	M00403
KO:K14025	M00403
KO:K14026	M00403
KO:K14027	M00403
KO:K14028	M00174
KO:K14029	M00174
KO:K14066	M00366
KO:K14067	M00346
KO:K14073	M00098
KO:K14074	M00098
KO:K14075	M00098
