KO_id	modules
KO:K02203	M00018
KO:K02204	M00018
KO:K02206	M00692
KO:K02206	M00693
KO:K02209	M00285
KO:K02210	M00285
KO:K02212	M00285
KO:K02216	M00691
KO:K02220	M00693
KO:K02225	M00122
KO:K02226	M00122
KO:K02227	M00122
KO:K02231	M00122
KO:K02232	M00122
KO:K02233	M00122
KO:K02235	M00677
KO:K02236	M00429
KO:K02237	M00429
KO:K02238	M00429
KO:K02239	M00429
KO:K02240	M00429
KO:K02241	M00429
KO:K02242	M00429
KO:K02243	M00429
KO:K02244	M00429
KO:K02245	M00429
KO:K02246	M00429
KO:K02247	M00429
KO:K02248	M00429
KO:K02249	M00429
KO:K02256	M00154
KO:K02257	M00154
KO:K02258	M00154
KO:K02259	M00154
KO:K02260	M00154
KO:K02261	M00154
KO:K02262	M00154
KO:K02263	M00154
KO:K02264	M00154
KO:K02265	M00154
KO:K02266	M00154
KO:K02267	M00154
KO:K02268	M00154
KO:K02269	M00154
KO:K02270	M00154
KO:K02271	M00154
KO:K02272	M00154
KO:K02273	M00154
KO:K02274	M00155
KO:K02275	M00155
KO:K02276	M00155
KO:K02277	M00155
KO:K02291	M00097
KO:K02293	M00097
KO:K02297	M00417
KO:K02298	M00417
KO:K02299	M00417
KO:K02300	M00417
KO:K02302	M00121
KO:K02303	M00121
KO:K02304	M00121
KO:K02305	M00529
KO:K02318	M00120
KO:K02320	M00261
KO:K02321	M00261
KO:K02322	M00264
KO:K02323	M00264
KO:K02324	M00263
KO:K02325	M00263
KO:K02326	M00263
KO:K02327	M00262
KO:K02328	M00262
KO:K02329	M00677
KO:K02330	M00296
KO:K02332	M00294
KO:K02333	M00294
KO:K02337	M00260
KO:K02338	M00260
KO:K02339	M00260
KO:K02340	M00260
KO:K02341	M00260
KO:K02342	M00260
KO:K02343	M00260
KO:K02344	M00260
KO:K02345	M00260
KO:K02350	M00293
KO:K02353	M00677
KO:K02354	M00677
KO:K02361	M00116
KO:K02366	M00059
KO:K02367	M00059
KO:K02368	M00059
KO:K02369	M00059
KO:K02370	M00059
KO:K02371	M00083
KO:K02372	M00083
KO:K02372	M00572
KO:K02375	M00677
KO:K02376	M00677
KO:K02424	M00234
KO:K02432	M00677
KO:K02437	M00532
KO:K02438	M00565
KO:K02446	M00003
KO:K02446	M00165
KO:K02446	M00167
KO:K02450	M00331
KO:K02451	M00331
KO:K02452	M00331
KO:K02453	M00331
KO:K02454	M00331
KO:K02455	M00331
KO:K02456	M00331
KO:K02457	M00331
KO:K02458	M00331
KO:K02459	M00331
KO:K02460	M00331
KO:K02461	M00331
KO:K02462	M00331
KO:K02463	M00331
KO:K02464	M00331
KO:K02465	M00331
KO:K02487	M00507
KO:K02488	M00511
KO:K02489	M00662
KO:K02490	M00485
KO:K02491	M00485
KO:K02492	M00121
KO:K02495	M00121
KO:K02496	M00121
KO:K02500	M00026
KO:K02501	M00026
KO:K02502	M00026
KO:K02517	M00060
KO:K02527	M00060
KO:K02527	M00080
KO:K02535	M00060
KO:K02536	M00060
KO:K02540	M00285
KO:K02541	M00285
KO:K02542	M00285
KO:K02545	M00625
KO:K02546	M00625
KO:K02547	M00625
KO:K02548	M00116
KO:K02549	M00116
KO:K02551	M00116
KO:K02552	M00116
KO:K02554	M00545
KO:K02554	M00569
KO:K02555	M00691
KO:K02555	M00693
KO:K02560	M00060
KO:K02567	M00529
KO:K02567	M00530
KO:K02568	M00529
KO:K02568	M00530
KO:K02575	M00615
KO:K02576	M00059
KO:K02577	M00059
KO:K02578	M00059
KO:K02579	M00059
KO:K02580	M00686
KO:K02586	M00175
KO:K02588	M00175
KO:K02591	M00175
KO:K02599	M00682
KO:K02603	M00284
KO:K02604	M00284
KO:K02605	M00284
KO:K02606	M00284
KO:K02607	M00284
KO:K02608	M00284
KO:K02620	M00677
KO:K02626	M00133
KO:K02634	M00162
KO:K02635	M00162
KO:K02636	M00162
KO:K02637	M00162
KO:K02640	M00162
KO:K02642	M00162
KO:K02643	M00162
KO:K02649	M00676
KO:K02654	M00331
KO:K02657	M00507
KO:K02658	M00507
KO:K02667	M00501
KO:K02668	M00501
KO:K02684	M00261
KO:K02685	M00261
KO:K02689	M00163
KO:K02690	M00163
KO:K02691	M00163
KO:K02692	M00163
KO:K02693	M00163
KO:K02694	M00163
KO:K02703	M00161
KO:K02704	M00161
KO:K02705	M00161
KO:K02706	M00161
KO:K02707	M00161
KO:K02708	M00161
KO:K02725	M00337
KO:K02725	M00340
KO:K02726	M00337
KO:K02726	M00340
KO:K02727	M00337
KO:K02727	M00340
KO:K02728	M00337
KO:K02728	M00340
KO:K02729	M00337
KO:K02729	M00340
KO:K02730	M00337
KO:K02730	M00340
KO:K02731	M00337
KO:K02731	M00340
KO:K02732	M00337
KO:K02732	M00340
KO:K02733	M00337
KO:K02734	M00337
KO:K02734	M00340
KO:K02735	M00337
KO:K02735	M00340
KO:K02736	M00337
KO:K02736	M00340
KO:K02737	M00340
KO:K02738	M00340
KO:K02739	M00340
KO:K02740	M00337
KO:K02741	M00337
KO:K02744	M00277
KO:K02744	M00287
KO:K02745	M00277
KO:K02746	M00277
KO:K02747	M00277
KO:K02749	M00268
KO:K02750	M00268
KO:K02752	M00272
KO:K02753	M00272
KO:K02755	M00271
KO:K02756	M00271
KO:K02757	M00271
KO:K02759	M00275
KO:K02760	M00275
KO:K02761	M00275
KO:K02763	M00282
KO:K02764	M00282
KO:K02765	M00282
KO:K02768	M00273
KO:K02769	M00273
KO:K02770	M00273
KO:K02771	M00304
KO:K02773	M00279
KO:K02774	M00279
KO:K02775	M00279
KO:K02777	M00265
KO:K02777	M00266
KO:K02777	M00268
KO:K02777	M00270
KO:K02777	M00272
KO:K02777	M00303
KO:K02778	M00265
KO:K02779	M00265
KO:K02781	M00280
KO:K02782	M00280
KO:K02783	M00280
KO:K02786	M00281
KO:K02787	M00281
KO:K02788	M00281
KO:K02790	M00266
KO:K02791	M00266
KO:K02793	M00276
KO:K02794	M00276
KO:K02795	M00276
KO:K02796	M00276
KO:K02798	M00274
KO:K02799	M00274
KO:K02800	M00274
KO:K02802	M00267
KO:K02803	M00267
KO:K02804	M00267
KO:K02808	M00269
KO:K02809	M00269
KO:K02810	M00269
KO:K02812	M00278
KO:K02813	M00278
KO:K02814	M00278
KO:K02815	M00278
KO:K02817	M00270
KO:K02818	M00270
KO:K02819	M00270
KO:K02821	M00283
KO:K02821	M00550
KO:K02822	M00283
KO:K02822	M00550
KO:K02826	M00416
KO:K02827	M00416
KO:K02828	M00416
KO:K02829	M00416
KO:K02831	M00691
KO:K02840	M00080
KO:K02841	M00080
KO:K02842	M00677
KO:K02843	M00080
KO:K02844	M00080
KO:K02847	M00080
KO:K02848	M00080
KO:K02849	M00080
KO:K02850	M00080
KO:K02858	M00125
KO:K02863	M00178
KO:K02863	M00179
KO:K02864	M00178
KO:K02864	M00179
KO:K02865	M00177
KO:K02866	M00177
KO:K02866	M00179
KO:K02867	M00178
KO:K02867	M00179
KO:K02868	M00177
KO:K02869	M00179
KO:K02870	M00177
KO:K02871	M00178
KO:K02871	M00179
KO:K02872	M00177
KO:K02873	M00177
KO:K02873	M00179
KO:K02874	M00178
KO:K02874	M00179
KO:K02875	M00177
KO:K02875	M00179
KO:K02876	M00178
KO:K02876	M00179
KO:K02877	M00177
KO:K02877	M00179
KO:K02878	M00178
KO:K02879	M00178
KO:K02880	M00177
KO:K02881	M00178
KO:K02881	M00179
KO:K02882	M00177
KO:K02883	M00177
KO:K02883	M00179
KO:K02884	M00178
KO:K02885	M00177
KO:K02885	M00179
KO:K02886	M00178
KO:K02886	M00179
KO:K02887	M00178
KO:K02888	M00178
KO:K02889	M00177
KO:K02889	M00179
KO:K02890	M00178
KO:K02890	M00179
KO:K02891	M00177
KO:K02892	M00178
KO:K02892	M00179
KO:K02893	M00177
KO:K02894	M00177
KO:K02895	M00178
KO:K02895	M00179
KO:K02896	M00177
KO:K02896	M00179
KO:K02897	M00178
KO:K02898	M00177
KO:K02899	M00178
KO:K02900	M00177
KO:K02901	M00177
KO:K02902	M00178
KO:K02903	M00177
KO:K02904	M00178
KO:K02904	M00179
KO:K02905	M00177
KO:K02906	M00178
KO:K02906	M00179
KO:K02907	M00178
KO:K02907	M00179
KO:K02908	M00177
KO:K02908	M00179
KO:K02909	M00178
KO:K02910	M00177
KO:K02910	M00179
KO:K02911	M00178
KO:K02912	M00177
KO:K02912	M00179
KO:K02913	M00178
KO:K02914	M00178
KO:K02915	M00177
KO:K02915	M00179
KO:K02916	M00178
KO:K02917	M00177
KO:K02917	M00179
KO:K02918	M00177
KO:K02919	M00178
KO:K02920	M00177
KO:K02921	M00177
KO:K02921	M00179
KO:K02922	M00177
KO:K02922	M00179
KO:K02923	M00177
KO:K02924	M00177
KO:K02924	M00179
KO:K02925	M00177
KO:K02926	M00178
KO:K02927	M00177
KO:K02927	M00179
KO:K02928	M00177
KO:K02928	M00179
KO:K02929	M00177
KO:K02929	M00179
KO:K02930	M00177
KO:K02930	M00179
KO:K02931	M00178
KO:K02931	M00179
KO:K02932	M00177
KO:K02933	M00178
KO:K02933	M00179
KO:K02934	M00177
KO:K02935	M00178
KO:K02936	M00177
KO:K02936	M00179
KO:K02937	M00177
KO:K02938	M00177
KO:K02939	M00178
KO:K02940	M00177
KO:K02941	M00177
KO:K02942	M00177
KO:K02943	M00177
KO:K02944	M00179
KO:K02945	M00178
KO:K02946	M00178
KO:K02946	M00179
KO:K02947	M00177
KO:K02948	M00178
KO:K02948	M00179
KO:K02949	M00177
KO:K02950	M00178
KO:K02950	M00179
KO:K02951	M00177
KO:K02952	M00178
KO:K02952	M00179
KO:K02953	M00177
KO:K02954	M00178
KO:K02954	M00179
KO:K02955	M00177
KO:K02956	M00178
KO:K02956	M00179
KO:K02957	M00177
KO:K02958	M00177
KO:K02959	M00178
KO:K02960	M00177
KO:K02961	M00178
KO:K02961	M00179
KO:K02962	M00177
KO:K02962	M00179
KO:K02963	M00178
KO:K02964	M00177
KO:K02965	M00178
KO:K02965	M00179
KO:K02966	M00177
KO:K02966	M00179
KO:K02967	M00178
KO:K02967	M00179
KO:K02968	M00178
KO:K02969	M00177
KO:K02970	M00178
KO:K02971	M00177
KO:K02973	M00177
KO:K02974	M00177
KO:K02974	M00179
KO:K02975	M00177
KO:K02975	M00179
KO:K02976	M00177
KO:K02976	M00179
KO:K02977	M00177
KO:K02977	M00179
KO:K02978	M00177
KO:K02978	M00179
KO:K02979	M00177
KO:K02979	M00179
KO:K02980	M00177
KO:K02981	M00177
KO:K02982	M00178
KO:K02982	M00179
KO:K02983	M00177
KO:K02983	M00179
KO:K02984	M00177
KO:K02984	M00179
KO:K02985	M00177
KO:K02986	M00178
KO:K02986	M00179
KO:K02987	M00177
KO:K02987	M00179
KO:K02988	M00178
KO:K02988	M00179
KO:K02989	M00177
KO:K02990	M00178
KO:K02991	M00177
KO:K02991	M00179
KO:K02992	M00178
KO:K02992	M00179
KO:K02993	M00177
KO:K02994	M00178
KO:K02994	M00179
KO:K02995	M00177
KO:K02995	M00179
KO:K02996	M00178
KO:K02996	M00179
KO:K02997	M00177
KO:K02998	M00177
KO:K02999	M00182
KO:K03000	M00182
KO:K03001	M00182
KO:K03002	M00182
KO:K03003	M00182
KO:K03004	M00182
KO:K03005	M00182
KO:K03006	M00180
KO:K03007	M00180
KO:K03007	M00181
KO:K03007	M00182
KO:K03008	M00180
KO:K03009	M00180
KO:K03009	M00181
KO:K03009	M00182
KO:K03010	M00180
KO:K03011	M00180
KO:K03012	M00180
KO:K03013	M00180
KO:K03013	M00181
KO:K03013	M00182
KO:K03014	M00180
KO:K03014	M00181
KO:K03014	M00182
KO:K03015	M00180
KO:K03016	M00180
KO:K03016	M00181
KO:K03016	M00182
KO:K03017	M00180
KO:K03018	M00181
KO:K03019	M00181
KO:K03020	M00181
KO:K03020	M00182
KO:K03021	M00181
KO:K03022	M00181
KO:K03023	M00181
KO:K03024	M00181
KO:K03025	M00181
KO:K03026	M00181
KO:K03027	M00181
KO:K03027	M00182
KO:K03028	M00341
KO:K03029	M00341
KO:K03030	M00341
KO:K03031	M00341
KO:K03032	M00341
KO:K03033	M00341
KO:K03035	M00341
KO:K03036	M00341
KO:K03037	M00341
KO:K03038	M00341
KO:K03039	M00341
KO:K03040	M00183
KO:K03041	M00184
KO:K03042	M00184
KO:K03043	M00183
KO:K03044	M00184
KO:K03045	M00184
KO:K03046	M00183
KO:K03047	M00184
KO:K03048	M00183
KO:K03049	M00184
KO:K03050	M00184
KO:K03051	M00184
KO:K03052	M00184
KO:K03053	M00184
KO:K03054	M00184
KO:K03055	M00184
KO:K03056	M00184
KO:K03058	M00184
KO:K03059	M00184
KO:K03060	M00183
KO:K03061	M00341
KO:K03062	M00341
KO:K03063	M00341
KO:K03064	M00341
KO:K03065	M00341
KO:K03066	M00341
KO:K03070	M00335
KO:K03071	M00335
KO:K03072	M00335
KO:K03073	M00335
KO:K03074	M00335
KO:K03075	M00335
KO:K03076	M00335
KO:K03077	M00550
KO:K03078	M00550
KO:K03079	M00550
KO:K03083	M00677
KO:K03094	M00379
KO:K03094	M00380
KO:K03094	M00381
KO:K03094	M00382
KO:K03094	M00387
KO:K03094	M00407
KO:K03094	M00411
KO:K03106	M00335
KO:K03110	M00335
KO:K03114	M00693
KO:K03116	M00336
KO:K03117	M00336
KO:K03118	M00336
KO:K03141	M00290
KO:K03142	M00290
KO:K03143	M00290
KO:K03144	M00290
KO:K03147	M00127
KO:K03165	M00414
KO:K03175	M00686
KO:K03179	M00117
KO:K03181	M00117
KO:K03182	M00117
KO:K03183	M00116
KO:K03183	M00117
KO:K03184	M00117
KO:K03185	M00117
KO:K03186	M00117
KO:K03194	M00333
KO:K03195	M00333
KO:K03196	M00333
KO:K03196	M00564
KO:K03197	M00333
KO:K03198	M00333
KO:K03199	M00333
KO:K03200	M00333
KO:K03201	M00333
KO:K03202	M00333
KO:K03203	M00333
KO:K03204	M00333
KO:K03205	M00333
KO:K03209	M00677
KO:K03210	M00335
KO:K03217	M00335
KO:K03219	M00332
KO:K03219	M00542
KO:K03220	M00332
KO:K03221	M00332
KO:K03221	M00542
KO:K03222	M00332
KO:K03222	M00542
KO:K03222	M00660
KO:K03223	M00332
KO:K03223	M00660
KO:K03224	M00332
KO:K03224	M00542
KO:K03224	M00660
KO:K03225	M00332
KO:K03225	M00542
KO:K03225	M00660
KO:K03226	M00332
KO:K03226	M00542
KO:K03226	M00660
KO:K03227	M00332
KO:K03227	M00542
KO:K03227	M00660
KO:K03228	M00332
KO:K03228	M00542
KO:K03228	M00660
KO:K03229	M00332
KO:K03229	M00542
KO:K03229	M00660
KO:K03230	M00332
KO:K03230	M00542
KO:K03230	M00660
KO:K03257	M00428
KO:K03259	M00428
KO:K03260	M00428
KO:K03268	M00547
KO:K03269	M00060
KO:K03270	M00063
KO:K03271	M00064
KO:K03272	M00064
KO:K03273	M00064
KO:K03274	M00064
KO:K03278	M00080
KO:K03279	M00080
KO:K03280	M00080
KO:K03283	M00353
KO:K03283	M00355
KO:K03331	M00014
KO:K03334	M00044
KO:K03340	M00526
KO:K03345	M00427
KO:K03347	M00379
KO:K03347	M00380
KO:K03347	M00381
KO:K03347	M00382
KO:K03347	M00387
KO:K03347	M00407
KO:K03347	M00411
KO:K03348	M00389
KO:K03349	M00389
KO:K03350	M00389
KO:K03351	M00389
KO:K03352	M00389
KO:K03353	M00389
KO:K03354	M00389
KO:K03355	M00389
KO:K03356	M00389
KO:K03357	M00389
KO:K03358	M00389
KO:K03359	M00389
KO:K03360	M00411
KO:K03361	M00407
KO:K03362	M00380
KO:K03363	M00389
KO:K03364	M00389
KO:K03367	M00725
KO:K03369	M00069
KO:K03370	M00069
KO:K03371	M00069
KO:K03381	M00568
KO:K03385	M00530
KO:K03388	M00356
KO:K03388	M00357
KO:K03388	M00563
KO:K03388	M00567
KO:K03389	M00356
KO:K03389	M00357
KO:K03389	M00563
KO:K03389	M00567
KO:K03390	M00356
KO:K03390	M00357
KO:K03390	M00563
KO:K03390	M00567
KO:K03392	M00038
KO:K03407	M00506
KO:K03412	M00506
KO:K03413	M00506
KO:K03415	M00506
KO:K03419	M00058
KO:K03420	M00343
KO:K03425	M00336
KO:K03432	M00342
KO:K03432	M00343
KO:K03433	M00342
KO:K03433	M00343
KO:K03434	M00065
KO:K03446	M00701
KO:K03464	M00568
KO:K03472	M00124
KO:K03473	M00124
KO:K03474	M00124
KO:K03475	M00283
KO:K03475	M00550
KO:K03476	M00550
KO:K03504	M00262
KO:K03505	M00262
KO:K03506	M00263
KO:K03508	M00293
KO:K03512	M00296
KO:K03514	M00393
KO:K03517	M00115
KO:K03523	M00581
KO:K03523	M00582
KO:K03525	M00120
KO:K03526	M00096
KO:K03527	M00096
KO:K03543	M00701
KO:K03553	M00729
KO:K03577	M00647
KO:K03585	M00646
KO:K03585	M00647
KO:K03585	M00699
KO:K03585	M00718
KO:K03621	M00089
KO:K03661	M00160
KO:K03662	M00160
KO:K03673	M00728
KO:K03678	M00391
KO:K03679	M00390
KO:K03679	M00391
KO:K03681	M00391
KO:K03689	M00162
KO:K03732	M00394
KO:K03737	M00173
KO:K03737	M00307
KO:K03738	M00309
KO:K03739	M00725
KO:K03740	M00725
KO:K03760	M00722
KO:K03763	M00260
KO:K03766	M00070
KO:K03766	M00071
KO:K03781	M00532
KO:K03785	M00022
KO:K03786	M00022
KO:K03794	M00121
KO:K03798	M00742
KO:K03799	M00743
KO:K03841	M00003
KO:K03841	M00165
KO:K03841	M00167
KO:K03841	M00344
KO:K03842	M00055
KO:K03843	M00055
KO:K03844	M00055
KO:K03845	M00055
KO:K03846	M00055
KO:K03847	M00055
KO:K03848	M00055
KO:K03849	M00055
KO:K03850	M00055
KO:K03856	M00022
KO:K03857	M00065
KO:K03868	M00379
KO:K03868	M00380
KO:K03868	M00381
KO:K03868	M00382
KO:K03868	M00383
KO:K03868	M00384
KO:K03868	M00385
KO:K03868	M00386
KO:K03868	M00387
KO:K03868	M00407
KO:K03868	M00411
KO:K03869	M00384
KO:K03870	M00383
KO:K03871	M00383
KO:K03872	M00383
KO:K03872	M00388
KO:K03873	M00383
KO:K03873	M00388
KO:K03875	M00381
KO:K03877	M00070
KO:K03878	M00142
KO:K03879	M00142
KO:K03880	M00142
KO:K03881	M00142
KO:K03882	M00142
KO:K03883	M00142
KO:K03884	M00142
KO:K03886	M00151
KO:K03887	M00151
KO:K03888	M00151
KO:K03889	M00151
KO:K03890	M00151
KO:K03891	M00151
KO:K03934	M00143
KO:K03935	M00143
KO:K03936	M00143
KO:K03937	M00143
KO:K03938	M00143
KO:K03939	M00143
KO:K03940	M00143
KO:K03941	M00143
KO:K03942	M00143
KO:K03943	M00143
KO:K03944	M00143
KO:K03945	M00146
KO:K03946	M00146
KO:K03947	M00146
KO:K03948	M00146
KO:K03949	M00146
KO:K03950	M00146
KO:K03951	M00146
KO:K03952	M00146
KO:K03953	M00146
KO:K03954	M00146
KO:K03955	M00146
KO:K03956	M00146
KO:K03957	M00147
KO:K03958	M00147
KO:K03959	M00147
KO:K03960	M00147
KO:K03961	M00147
KO:K03962	M00147
KO:K03963	M00147
KO:K03964	M00147
KO:K03965	M00147
KO:K03966	M00147
KO:K03967	M00147
KO:K03968	M00147
KO:K04041	M00003
KO:K04041	M00165
KO:K04041	M00167
KO:K04042	M00362
KO:K04053	M00332
KO:K04054	M00332
KO:K04056	M00332
KO:K04057	M00332
KO:K04058	M00332
KO:K04059	M00332
KO:K04073	M00545
KO:K04073	M00569
KO:K04087	M00742
KO:K04088	M00742
KO:K04092	M00024
KO:K04092	M00025
KO:K04093	M00024
KO:K04093	M00025
KO:K04102	M00623
KO:K04112	M00541
KO:K04113	M00541
KO:K04114	M00541
KO:K04115	M00541
KO:K04116	M00540
KO:K04117	M00540
KO:K04126	M00672
KO:K04126	M00673
KO:K04127	M00673
KO:K04128	M00673
KO:K04343	M00766
KO:K04345	M00695
KO:K04365	M00687
KO:K04366	M00687
KO:K04367	M00687
KO:K04368	M00687
KO:K04369	M00687
KO:K04371	M00687
KO:K04388	M00680
KO:K04397	M00685
KO:K04399	M00685
KO:K04403	M00686
KO:K04404	M00686
KO:K04412	M00683
KO:K04415	M00688
KO:K04415	M00689
KO:K04416	M00688
KO:K04416	M00689
KO:K04417	M00688
KO:K04417	M00689
KO:K04418	M00688
KO:K04418	M00689
KO:K04419	M00688
KO:K04419	M00689
KO:K04420	M00688
KO:K04420	M00689
KO:K04420	M00690
KO:K04421	M00688
KO:K04421	M00689
KO:K04421	M00690
KO:K04423	M00688
KO:K04423	M00689
KO:K04425	M00688
KO:K04425	M00689
KO:K04426	M00688
KO:K04426	M00689
KO:K04427	M00686
KO:K04427	M00688
KO:K04427	M00689
KO:K04428	M00688
KO:K04428	M00689
KO:K04429	M00688
KO:K04429	M00689
KO:K04430	M00688
KO:K04431	M00688
KO:K04432	M00689
KO:K04433	M00689
KO:K04440	M00688
KO:K04441	M00689
KO:K04447	M00684
KO:K04456	M00676
KO:K04463	M00690
KO:K04464	M00690
KO:K04467	M00686
KO:K04480	M00356
KO:K04486	M00026
KO:K04489	M00685
KO:K04490	M00677
KO:K04491	M00677
KO:K04492	M00677
KO:K04500	M00680
KO:K04500	M00681
KO:K04501	M00679
KO:K04501	M00680
KO:K04501	M00681
KO:K04503	M00692
KO:K04505	M00682
KO:K04516	M00024
KO:K04516	M00025
KO:K04517	M00025
KO:K04518	M00024
KO:K04522	M00682
KO:K04527	M00676
KO:K04561	M00529
KO:K04563	M00692
KO:K04563	M00693
KO:K04566	M00360
KO:K04567	M00359
KO:K04567	M00360
KO:K04568	M00360
KO:K04571	M00402
KO:K04628	M00067
KO:K04632	M00695
KO:K04640	M00695
KO:K04662	M00679
KO:K04663	M00679
KO:K04664	M00679
KO:K04665	M00679
KO:K04667	M00681
KO:K04670	M00679
KO:K04670	M00681
KO:K04671	M00679
KO:K04672	M00679
KO:K04673	M00679
KO:K04674	M00680
KO:K04675	M00679
KO:K04676	M00679
KO:K04681	M00692
KO:K04690	M00677
KO:K04692	M00684
KO:K04694	M00388
KO:K04694	M00684
KO:K04695	M00388
KO:K04695	M00684
KO:K04696	M00388
KO:K04696	M00684
KO:K04697	M00388
KO:K04697	M00684
KO:K04698	M00388
KO:K04698	M00684
KO:K04699	M00388
KO:K04699	M00684
KO:K04701	M00388
KO:K04701	M00684
KO:K04705	M00408
KO:K04708	M00094
KO:K04708	M00099
KO:K04709	M00094
KO:K04709	M00099
KO:K04710	M00094
KO:K04710	M00099
KO:K04712	M00094
KO:K04712	M00099
KO:K04718	M00100
KO:K04728	M00295
KO:K04728	M00691
KO:K04729	M00686
KO:K04730	M00686
KO:K04733	M00686
KO:K04734	M00686
KO:K04735	M00686
KO:K04771	M00728
KO:K04802	M00295
KO:K04835	M00740
KO:K04948	M00694
KO:K04952	M00694
KO:K05277	M00138
KO:K05283	M00065
KO:K05284	M00065
KO:K05285	M00065
KO:K05286	M00065
KO:K05287	M00065
KO:K05298	M00165
KO:K05298	M00166
KO:K05299	M00377
KO:K05308	M00308
KO:K05308	M00309
KO:K05308	M00633
KO:K05351	M00014
KO:K05359	M00024
KO:K05375	M00736
KO:K05528	M00074
KO:K05529	M00074
KO:K05530	M00074
KO:K05531	M00074
KO:K05532	M00074
KO:K05533	M00074
KO:K05534	M00074
KO:K05535	M00074
KO:K05546	M00073
KO:K05546	M00074
KO:K05549	M00551
KO:K05550	M00551
KO:K05551	M00778
KO:K05552	M00778
KO:K05553	M00778
KO:K05554	M00778
KO:K05555	M00778
KO:K05556	M00779
KO:K05572	M00145
KO:K05573	M00145
KO:K05574	M00145
KO:K05575	M00145
KO:K05576	M00145
KO:K05577	M00145
KO:K05578	M00145
KO:K05579	M00145
KO:K05580	M00145
KO:K05581	M00145
KO:K05582	M00145
KO:K05583	M00145
KO:K05584	M00145
KO:K05585	M00145
KO:K05599	M00637
KO:K05600	M00637
KO:K05602	M00026
KO:K05605	M00013
KO:K05606	M00373
KO:K05606	M00375
KO:K05606	M00376
KO:K05606	M00741
KO:K05607	M00036
KO:K05685	M00709
KO:K05708	M00545
KO:K05709	M00545
KO:K05710	M00545
KO:K05711	M00545
KO:K05712	M00545
KO:K05713	M00545
KO:K05714	M00545
KO:K05772	M00186
KO:K05773	M00186
KO:K05776	M00189
KO:K05777	M00192
KO:K05778	M00192
KO:K05779	M00192
KO:K05783	M00551
KO:K05784	M00551
KO:K05804	M00647
KO:K05804	M00767
KO:K05813	M00198
KO:K05814	M00198
KO:K05815	M00198
KO:K05816	M00198
KO:K05822	M00525
KO:K05823	M00525
KO:K05824	M00030
KO:K05824	M00433
KO:K05826	M00031
KO:K05826	M00763
KO:K05827	M00031
KO:K05828	M00031
KO:K05828	M00763
KO:K05829	M00031
KO:K05829	M00763
KO:K05830	M00031
KO:K05830	M00763
KO:K05831	M00031
KO:K05831	M00763
KO:K05832	M00247
KO:K05833	M00247
KO:K05845	M00209
KO:K05846	M00209
KO:K05847	M00209
KO:K05857	M00130
KO:K05858	M00130
KO:K05859	M00130
KO:K05860	M00130
KO:K05861	M00130
KO:K05866	M00691
KO:K05867	M00691
KO:K05867	M00693
KO:K05868	M00693
KO:K05884	M00358
KO:K05894	M00113
KO:K05917	M00101
KO:K05921	M00533
KO:K05928	M00112
KO:K05933	M00368
KO:K05979	M00358
KO:K06001	M00023
KO:K06034	M00358
KO:K06041	M00063
KO:K06044	M00565
KO:K06051	M00682
KO:K06053	M00682
KO:K06059	M00682
KO:K06060	M00682
KO:K06063	M00355
KO:K06073	M00241
KO:K06074	M00241
KO:K06125	M00128
KO:K06126	M00128
KO:K06127	M00128
KO:K06134	M00128
KO:K06170	M00682
KO:K06171	M00682
KO:K06172	M00682
KO:K06208	M00024
KO:K06208	M00025
KO:K06209	M00024
KO:K06209	M00025
KO:K06210	M00115
KO:K06224	M00678
KO:K06225	M00678
KO:K06226	M00678
KO:K06227	M00678
KO:K06228	M00678
KO:K06229	M00678
KO:K06230	M00678
KO:K06443	M00097
KO:K06445	M00087
KO:K06596	M00507
KO:K06597	M00507
KO:K06618	M00692
KO:K06620	M00692
KO:K06626	M00692
KO:K06627	M00693
KO:K06632	M00693
KO:K06634	M00290
KO:K06640	M00691
KO:K06641	M00691
KO:K06642	M00297
KO:K06645	M00691
KO:K06646	M00692
KO:K06650	M00692
KO:K06685	M00683
KO:K06691	M00341
KO:K06696	M00337
KO:K06697	M00337
KO:K06718	M00033
KO:K06720	M00033
KO:K06857	M00186
KO:K06858	M00241
KO:K06859	M00001
KO:K06859	M00004
KO:K06859	M00114
KO:K06861	M00320
KO:K06863	M00048
KO:K06979	M00760
KO:K07091	M00320
KO:K07104	M00569
KO:K07122	M00210
KO:K07127	M00546
KO:K07130	M00038
KO:K07151	M00072
KO:K07173	M00609
KO:K07201	M00676
KO:K07209	M00686
KO:K07210	M00686
KO:K07250	M00027
KO:K07260	M00651
KO:K07264	M00721
KO:K07323	M00210
KO:K07342	M00401
KO:K07376	M00694
KO:K07389	M00575
KO:K07404	M00004
KO:K07404	M00006
KO:K07404	M00008
KO:K07419	M00103
KO:K07431	M00104
KO:K07432	M00055
KO:K07433	M00108
KO:K07433	M00109
KO:K07434	M00110
KO:K07438	M00103
KO:K07441	M00055
KO:K07466	M00288
KO:K07508	M00085
KO:K07508	M00087
KO:K07509	M00085
KO:K07509	M00087
KO:K07511	M00013
KO:K07511	M00032
KO:K07511	M00085
KO:K07511	M00087
KO:K07512	M00085
KO:K07513	M00087
KO:K07513	M00113
KO:K07514	M00013
KO:K07514	M00032
KO:K07514	M00087
KO:K07515	M00013
KO:K07515	M00032
KO:K07515	M00085
KO:K07515	M00087
KO:K07516	M00087
KO:K07534	M00540
KO:K07535	M00540
